,mcg,gvh,alm,mit,erl,pox,vac,nuc,distance_from_0,distance_from_1,distance_from_2,closest,Probability_0,Probability_1,Probability_2
141,0.58,0.48,0.51,0.47,0.5,0.0,0.55,0.22,0.43147540983606547,0.013161016949153781,0.17098765432098748,1,0.3585645918857837,0.46962284862883347,0.4392321439618031
142,0.64,0.6,0.57,0.19,0.5,0.0,0.43,0.22,0.43147540983606547,0.013161016949153781,0.17098765432098748,1,0.34926880390493437,0.4762475519084117,0.4400191495867743
143,0.37,0.46,0.4,0.27,0.5,0.0,0.45,0.22,0.43147540983606547,0.013161016949153781,0.17098765432098748,1,0.35743994160075276,0.4691921723237685,0.44382323970218257
144,0.43,0.57,0.53,0.16,0.5,0.0,0.54,0.22,0.43147540983606547,0.013161016949153781,0.17098765432098748,1,0.34884869450887573,0.4751167717521091,0.44264658657054845
145,0.28,0.37,0.61,0.09,0.5,0.0,0.52,0.55,0.1014754098360654,0.31683898305084623,0.15901234567901257,0,0.45369311095180187,0.38303059342275564,0.4308530692766642
146,0.59,0.48,0.5,0.14,0.5,0.0,0.45,0.25,0.40147540983606544,0.016838983050846218,0.14098765432098748,1,0.3516731644241481,0.47196310358882787,0.4443439095555344
147,0.39,0.55,0.48,0.31,0.5,0.0,0.54,0.29,0.36147540983606546,0.0568389830508462,0.1009876543209875,1,0.36292525189042996,0.4564931559433913,0.4502356779333985
148,0.26,0.36,0.47,0.34,0.5,0.0,0.53,0.72,0.06852459016393453,0.48683898305084616,0.3290123456790125,0,0.4943979665699621,0.35067323732884165,0.4052235710568884
149,0.51,0.34,0.5,0.19,0.5,0.0,0.5,0.22,0.43147540983606547,0.013161016949153781,0.17098765432098748,1,0.35604508160275955,0.4697576195083835,0.4442112047014713
150,0.58,0.5,0.5,0.12,0.5,0.0,0.48,0.25,0.40147540983606544,0.016838983050846218,0.14098765432098748,1,0.3520754272652324,0.4716484247170028,0.4445638648362099
151,0.44,0.39,0.53,0.14,0.5,0.0,0.54,0.44,0.21147540983606544,0.20683898305084622,0.049012345679012526,2,0.4171023676267071,0.40804085633366954,0.4550596117159378
152,0.41,0.39,0.44,0.34,0.5,0.0,0.48,0.4,0.2514754098360654,0.16683898305084624,0.009012345679012546,2,0.4050113156848818,0.419074853783992,0.45534117070406704
153,0.45,0.43,0.51,0.24,0.5,0.0,0.54,0.33,0.32147540983606543,0.09683898305084623,0.06098765432098746,2,0.36497971995559225,0.4374092111220133,0.4574330272261903
