,mcg,gvh,alm,mit,erl,pox,vac,nuc,Probability0,Probability1,Probability2,Probability3,Probability4,cluster_label,Max_prob,Min_prob
11,0.42,0.37,0.59,0.2,0.5,0.0,0.52,0.29,0.5901612303014457,0.42759764620396934,0.6246182969024596,0.5571043110970627,0.37848966430272785,2,0.6246182969024596,0.42759764620396934
12,0.4,0.42,0.57,0.35,0.5,0.0,0.53,0.25,0.6335955545488496,0.3961777308706143,0.632526212306859,0.49676511015155256,0.42998246624769887,0,0.6335955545488496,0.3961777308706143
13,0.6,0.4,0.52,0.46,0.5,0.0,0.53,0.22,0.6657203777199994,0.3197820189515195,0.6349536438347201,0.39078567398634206,0.4705413513290539,0,0.6657203777199994,0.3197820189515195
14,0.66,0.55,0.45,0.19,0.5,0.0,0.46,0.22,0.6005725910607823,0.2754738930008326,0.6382208288225079,0.35755693738569644,0.6359242673038438,2,0.6382208288225079,0.2754738930008326
15,0.46,0.44,0.52,0.11,0.5,0.0,0.5,0.22,0.6418494161785593,0.36847864574238387,0.6817107003888381,0.48074474702400655,0.4178320174752106,2,0.6817107003888381,0.36847864574238387
16,0.47,0.39,0.5,0.11,0.5,0.0,0.49,0.4,0.5571468884907891,0.3710095384500269,0.5928805422417102,0.4961664986969354,0.36043056998467604,2,0.5928805422417102,0.3710095384500269
17,0.58,0.47,0.54,0.11,0.5,0.0,0.51,0.26,0.6650559575668926,0.3174589941060189,0.703725606183235,0.4160187708575545,0.4908746331262356,2,0.703725606183235,0.3174589941060189
18,0.5,0.34,0.55,0.21,0.5,0.0,0.49,0.22,0.639701579494953,0.39637400321817784,0.6734988373972238,0.5085399055716144,0.4178320174752106,2,0.6734988373972238,0.39637400321817784
19,0.61,0.6,0.55,0.21,0.5,0.0,0.5,0.25,0.6659870762175022,0.2985271623067494,0.7001406624787789,0.3894930529761308,0.6295094395627965,2,0.7001406624787789,0.2985271623067494
20,0.45,0.4,0.5,0.16,0.5,0.0,0.5,0.22,0.638029119938782,0.4074435140035093,0.6812086007129048,0.5329253639393905,0.4262727841342927,2,0.6812086007129048,0.4074435140035093
21,0.43,0.44,0.48,0.22,0.5,0.0,0.51,0.22,0.6593832205977321,0.40500877470991997,0.6982949147054924,0.5285839290535417,0.47531094236409166,2,0.6982949147054924,0.40500877470991997
23,0.43,0.53,0.52,0.13,0.5,0.0,0.55,0.22,0.6436995116503087,0.3367641254504738,0.6852426280192976,0.439367616460567,0.43876730051272905,2,0.6852426280192976,0.3367641254504738
24,0.46,0.53,0.52,0.15,0.5,0.0,0.58,0.22,0.6567031043602132,0.32355941521818343,0.6990854473487431,0.4221397658008412,0.44763098794300854,2,0.6990854473487431,0.32355941521818343
25,0.51,0.51,0.52,0.51,0.5,0.0,0.54,0.22,0.8021895054728421,0.305420247161236,0.7566860183016442,0.36755680238155597,0.452091161041418,0,0.8021895054728421,0.305420247161236
26,0.59,0.45,0.53,0.19,0.5,0.0,0.59,0.27,0.6519453661878805,0.32427477462493914,0.6886099837722948,0.4267869051759824,0.4859903489183135,2,0.6886099837722948,0.32427477462493914
27,0.57,0.47,0.6,0.18,0.5,0.0,0.51,0.22,0.6518869672818219,0.3264928647818063,0.6897909055527992,0.41799436721847494,0.4800878967517841,2,0.6897909055527992,0.3264928647818063
28,0.63,0.67,0.57,0.24,0.5,0.0,0.49,0.22,0.5772573960947183,0.26318549849943407,0.5988386931798421,0.33661578871025316,0.6685288017006317,2,0.5988386931798421,0.26318549849943407
30,0.53,0.54,0.43,0.1,0.5,0.0,0.57,0.32,0.594922115244136,0.2792918107116701,0.6329583063199098,0.37361325005402246,0.4908746331262357,2,0.6329583063199098,0.2792918107116701
31,0.51,0.51,0.43,0.87,0.5,0.0,0.52,0.22,0.526979212150366,0.25625047912884064,0.49974651033281414,0.28025409120841455,0.352088950238717,0,0.526979212150366,0.25625047912884064
32,0.38,0.61,0.61,0.12,0.5,0.0,0.53,0.47,0.446525885034063,0.28130861623555925,0.47378867167739513,0.36838860005325813,0.34591350750910127,2,0.47378867167739513,0.28130861623555925
33,0.33,0.55,0.51,0.43,0.5,0.0,0.51,0.22,0.6584297806338052,0.3399277011248262,0.640719082225894,0.4202781707448975,0.4431391562665087,0,0.6584297806338052,0.3399277011248262
37,0.4,0.45,0.57,0.18,0.5,0.0,0.56,0.26,0.6159447896802857,0.3891658032452935,0.6542475196317721,0.506589626177305,0.397895244358522,2,0.6542475196317721,0.3891658032452935
38,0.59,0.53,0.43,0.44,0.5,0.0,0.5,0.22,0.6980167239659449,0.2738980019538958,0.6743241842121372,0.3378736613348121,0.5988394129575496,0,0.6980167239659449,0.2738980019538958
39,0.57,0.53,0.53,0.34,0.5,0.0,0.53,0.22,0.729476211239842,0.3019896786424763,0.72952342179884,0.3807089999506583,0.5804965414370515,2,0.72952342179884,0.3019896786424763
43,0.41,0.54,0.39,0.2,0.5,0.0,0.51,0.22,0.6192703696518277,0.34032543007986277,0.6614798685862548,0.44513668140408386,0.5150150500855488,2,0.6614798685862548,0.34032543007986277
44,0.37,0.36,0.56,0.18,0.5,0.0,0.48,0.26,0.5742207393695729,0.44115208564068026,0.6080539346322504,0.5714843213865719,0.364052957435264,2,0.6080539346322504,0.44115208564068026
45,0.53,0.31,0.58,0.39,0.5,0.0,0.47,0.37,0.5713503048909572,0.3378763204167079,0.556847680102647,0.41506084349511585,0.3640182898791367,0,0.5713503048909572,0.3378763204167079
47,0.49,0.39,0.52,0.29,0.5,0.0,0.48,0.22,0.6829395882340025,0.39845932529454564,0.6973459629396546,0.5086088718959784,0.48062122202538987,2,0.6973459629396546,0.39845932529454564
49,0.42,0.24,0.34,0.16,0.5,0.0,0.5,0.22,0.44961152171457214,0.33532258148117405,0.48003958753633463,0.42421115832041884,0.3490818028296644,2,0.48003958753633463,0.33532258148117405
50,0.48,0.39,0.51,0.21,0.5,0.0,0.52,0.28,0.6896439725565773,0.4274701824566662,0.7309873964653909,0.5664612845411616,0.4531343978653709,2,0.7309873964653909,0.4274701824566662
51,0.41,0.53,0.45,0.14,0.5,0.0,0.52,0.66,0.43771896019107076,0.2527136808829355,0.4675351006005367,0.33805924852290503,0.3290431066749058,2,0.4675351006005367,0.2527136808829355
52,0.45,0.46,0.55,0.43,0.5,0.0,0.55,0.38,0.6400029223754378,0.33093664689984525,0.6176676018607978,0.4164466041777618,0.38225739132187975,0,0.6400029223754378,0.33093664689984525
53,0.56,0.48,0.58,0.27,0.5,0.0,0.51,0.22,0.6949061014910938,0.33005099590832127,0.7139481076009855,0.4182823720042281,0.5359115910367395,2,0.7139481076009855,0.33005099590832127
54,0.64,0.59,0.56,0.23,0.5,0.0,0.46,0.22,0.6062696350102768,0.28092948245790184,0.6314217064805715,0.35841061435036686,0.6049098748134735,2,0.6314217064805715,0.28092948245790184
55,0.64,0.56,0.56,0.22,0.5,0.0,0.45,0.22,0.6179827603337799,0.28948505891995996,0.6461595627238792,0.36932584257440093,0.5754080720936192,2,0.6461595627238792,0.28948505891995996
57,0.53,0.44,0.51,0.33,0.5,0.0,0.55,0.22,0.7040787253642292,0.34165252987521083,0.7101191970438419,0.4341073976373506,0.5148542460441493,2,0.7101191970438419,0.34165252987521083
58,0.38,0.49,0.53,0.19,0.5,0.0,0.5,0.22,0.6708754549498117,0.40911876064973574,0.7114842446031872,0.5325630317241357,0.43488406559074144,2,0.7114842446031872,0.40911876064973574
59,0.45,0.58,0.48,0.67,0.5,0.0,0.52,0.22,0.5978044671021341,0.2904816046276606,0.567706237151825,0.33275504249990717,0.4131802106612289,0,0.5978044671021341,0.2904816046276606
60,0.43,0.35,0.52,0.52,0.5,0.0,0.54,0.22,0.6249997976326627,0.36782016585151756,0.5896761914685436,0.4368284081693385,0.3520889502387169,0,0.6249997976326627,0.36782016585151756
61,0.37,0.32,0.47,0.18,0.5,0.0,0.45,0.25,0.529925593210129,0.4196026207017112,0.5649334368625039,0.5398382342702738,0.37425629696128376,2,0.5649334368625039,0.4196026207017112
62,0.48,0.43,0.51,0.32,0.5,0.0,0.52,0.43,0.625788574976744,0.34847110208214893,0.6347584701143045,0.4553219166503404,0.43532556697298364,2,0.6347584701143045,0.34847110208214893
63,0.41,0.46,0.59,0.19,0.5,0.0,0.58,0.27,0.6098690347396177,0.37566570670441213,0.6466288616567603,0.48789883806001344,0.3900163906352905,2,0.6466288616567603,0.37566570670441213
64,0.54,0.48,0.44,0.08,0.5,0.0,0.52,0.27,0.6390322212508281,0.301354401675462,0.6794488495653104,0.39838647096144786,0.5007909585005279,2,0.6794488495653104,0.301354401675462
65,0.6,0.47,0.45,0.22,0.5,0.0,0.51,0.29,0.6705415694647889,0.33483096930327994,0.706149117828309,0.4435663503952695,0.5935899526080514,2,0.706149117828309,0.33483096930327994
66,0.34,0.46,0.57,0.09,0.5,0.0,0.55,0.22,0.5196509480191164,0.34376716398702445,0.5519656136587779,0.4433031409894705,0.3417123172254399,2,0.5519656136587779,0.34376716398702445
67,0.48,0.54,0.55,0.12,0.5,0.0,0.51,0.22,0.672771187439021,0.3216506718254264,0.7151383555775994,0.41677961324977797,0.4658991551134663,2,0.7151383555775994,0.3216506718254264
68,0.47,0.39,0.59,0.15,0.5,0.0,0.57,0.22,0.5629311516941409,0.3587998639585429,0.5979372110778267,0.46072220872484604,0.37017253411556195,2,0.5979372110778267,0.3587998639585429
70,0.48,0.42,0.52,0.24,0.5,0.0,0.56,0.22,0.6647401971188031,0.377266392748637,0.6947075840824878,0.4888573249389375,0.45667373373695774,2,0.6947075840824878,0.377266392748637
71,0.58,0.51,0.49,0.27,0.5,0.0,0.57,0.29,0.7007273038156328,0.31259724641083936,0.7234416498472067,0.4097789748765006,0.5760467182677542,2,0.7234416498472067,0.31259724641083936
72,0.6,0.5,0.44,0.61,0.5,0.0,0.47,0.22,0.6234192484567448,0.26895593225734704,0.5878694822410182,0.31200078611263926,0.47579803609814353,0,0.6234192484567448,0.26895593225734704
73,0.45,0.55,0.54,0.66,0.5,0.0,0.47,0.22,0.6270423637625899,0.31374179427935905,0.5896709437036403,0.353532741212097,0.3705518830970708,0,0.6270423637625899,0.31374179427935905
74,0.46,0.49,0.58,0.23,0.5,0.0,0.44,0.22,0.6604451019144779,0.3649888593819088,0.6898071998121487,0.46086751796378933,0.4392547231121707,2,0.6898071998121487,0.3649888593819088
75,0.49,0.42,0.56,0.55,0.5,0.0,0.42,0.25,0.6621853687151912,0.3468169856601694,0.6219677091899285,0.4006329013231738,0.3631638405312828,0,0.6621853687151912,0.3468169856601694
76,0.63,0.53,0.54,0.4,0.5,0.0,0.5,0.22,0.7075356606694061,0.28485885090096236,0.689754434910689,0.35221794174146925,0.5811410336174646,0,0.7075356606694061,0.28485885090096236
77,0.5,0.54,0.53,0.54,0.5,0.0,0.51,0.27,0.8031782090858972,0.309419719740451,0.7564155967459033,0.3735349918691163,0.4622445966574936,0,0.8031782090858972,0.309419719740451
78,0.63,0.57,0.59,0.4,0.5,0.0,0.38,0.22,0.5765007109529319,0.26217440634892,0.5611777363637757,0.30805467073241,0.510297286339948,0,0.5765007109529319,0.26217440634892
79,0.43,0.57,0.51,0.49,0.5,0.0,0.48,0.22,0.7203280307832415,0.3281017293610413,0.6822841990578008,0.39684249382115183,0.45714172825251215,0,0.7203280307832415,0.3281017293610413
80,0.48,0.45,0.55,0.5,0.5,0.0,0.53,0.22,0.7300410305480141,0.3356076893781146,0.6869104360820673,0.40133612093740545,0.40906899887359577,0,0.7300410305480141,0.3356076893781146
81,0.5,0.58,0.46,0.46,0.5,0.0,0.46,0.22,0.7088424360925281,0.29026979370512745,0.6803921431545272,0.3523801462363847,0.5258381523731754,0,0.7088424360925281,0.29026979370512745
82,0.51,0.54,0.6,0.57,0.5,0.0,0.58,0.22,0.6576309227693976,0.2757098668314969,0.6203266552117612,0.3166964375645188,0.3891184683796139,0,0.6576309227693976,0.2757098668314969
83,0.54,0.52,0.63,0.37,0.5,0.0,0.46,0.22,0.6852092402328676,0.3071311791509074,0.6750076072940112,0.36916853265381355,0.47579803609814364,0,0.6852092402328676,0.3071311791509074
86,0.39,0.44,0.35,0.16,0.5,0.0,0.55,0.22,0.5144249956604054,0.34032543007986277,0.5500870163136903,0.4451366814040838,0.4051251872658792,2,0.5500870163136903,0.34032543007986277
88,0.5,0.52,0.59,0.3,0.5,0.0,0.51,0.35,0.7057507797207991,0.33123629580887526,0.7183757621956076,0.42668638761700767,0.4996786570958072,2,0.7183757621956076,0.33123629580887526
89,0.42,0.47,0.52,0.41,0.5,0.0,0.53,0.32,0.6928899328239803,0.37385203127943034,0.6750781556162403,0.47674759349330914,0.4267055432034296,0,0.6928899328239803,0.37385203127943034
90,0.36,0.46,0.62,0.46,0.5,0.0,0.51,0.33,0.6021588010716874,0.3690999078852261,0.5742356235445973,0.45122646072677847,0.34588079098885116,0,0.6021588010716874,0.3690999078852261
91,0.46,0.38,0.47,0.22,0.5,0.0,0.52,0.27,0.6528774745000389,0.4139173759795122,0.6901639545299532,0.5466872498136307,0.46693439477066834,2,0.6901639545299532,0.4139173759795122
92,0.4,0.45,0.56,0.2,0.5,0.0,0.45,0.22,0.6141225383946743,0.40885479652332335,0.6491468351790006,0.5229168080569165,0.39745410952091687,2,0.6491468351790006,0.40885479652332335
93,0.33,0.43,0.64,0.16,0.5,0.0,0.52,0.52,0.4170658975320142,0.317437647329166,0.4422045245699735,0.4128147072104029,0.2667171585157664,2,0.4422045245699735,0.317437647329166
94,0.49,0.61,0.49,0.25,0.5,0.0,0.5,0.28,0.7186218480877224,0.33379360258272156,0.7501063701687561,0.43851163530738363,0.6062541845109546,2,0.7501063701687561,0.33379360258272156
95,0.38,0.5,0.37,0.26,0.5,0.0,0.43,0.22,0.5640082592040969,0.3466174143717664,0.586027492583646,0.44127987456083606,0.4618805402684281,2,0.586027492583646,0.3466174143717664
99,0.64,0.57,0.57,0.27,0.5,0.0,0.37,0.22,0.5621515805209544,0.2704306292491548,0.5762822662992145,0.332060718590937,0.5584021935310108,2,0.5762822662992145,0.2704306292491548
100,0.36,0.58,0.35,0.24,0.5,0.0,0.44,0.22,0.5184652807255128,0.3139733539315778,0.5434768041152047,0.40269395391528,0.4759468968645016,2,0.5434768041152047,0.3139733539315778
101,0.36,0.43,0.39,0.12,0.5,0.0,0.49,0.22,0.5142639250438135,0.36190048057838664,0.548237130555425,0.4728888840789757,0.39754426516455116,2,0.548237130555425,0.36190048057838664
102,0.47,0.52,0.5,0.4,0.5,0.0,0.41,0.22,0.711513168986386,0.3316532133112461,0.6995324326751374,0.4038426327948884,0.46637660374536,0,0.711513168986386,0.3316532133112461
103,0.48,0.23,0.57,0.27,0.5,0.0,0.48,0.47,0.4677646166122145,0.3284998963076561,0.4799423363188852,0.4107175159336551,0.3133432843056638,2,0.4799423363188852,0.3284998963076561
104,0.47,0.39,0.55,0.24,0.5,0.0,0.47,0.22,0.6416343167024396,0.40844538875747727,0.6674815695718208,0.5226657649952966,0.4305568968382758,2,0.6674815695718208,0.40844538875747727
105,0.44,0.59,0.36,0.16,0.5,0.0,0.52,0.22,0.5619846687373782,0.2900062014698097,0.6013591804727411,0.3793204582995213,0.5150150500855488,2,0.6013591804727411,0.2900062014698097
106,0.42,0.35,0.54,0.18,0.5,0.0,0.56,0.22,0.5629311516941408,0.39453161962827493,0.5979372110778266,0.5091723394156492,0.37017253411556195,2,0.5979372110778266,0.39453161962827493
107,0.3,0.56,0.55,0.18,0.5,0.0,0.5,0.22,0.5880344644401821,0.3473082797300739,0.6241008651882385,0.4499894973910703,0.4178320174752106,2,0.6241008651882385,0.3473082797300739
109,0.27,0.6,0.48,0.23,0.5,0.0,0.55,0.22,0.5338680961879715,0.312704361273141,0.5635688750905348,0.4071662603413499,0.46126338106396514,2,0.5635688750905348,0.312704361273141
110,0.45,0.41,0.5,0.46,0.5,0.5,0.5,0.27,0.7294061918094178,0.3853890292414295,0.6992105527967051,0.4794862348307883,0.42717942041301493,0,0.7294061918094178,0.3853890292414295
111,0.44,0.52,0.41,0.23,0.5,0.0,0.51,0.22,0.6652406118628169,0.34326770615658814,0.7022500613336213,0.4469983652414305,0.5468618022017246,2,0.7022500613336213,0.34326770615658814
112,0.3,0.32,0.57,0.19,0.5,0.0,0.48,0.55,0.3888119533334549,0.3268357784361212,0.41098304612783954,0.4249622675303373,0.24403199518741678,2,0.41098304612783954,0.3268357784361212
113,0.4,0.44,0.49,0.47,0.5,0.0,0.49,0.27,0.706792568047658,0.38979112461246257,0.6738468388703889,0.48306048897262377,0.4145543605636508,0,0.706792568047658,0.38979112461246257
115,0.45,0.45,0.5,0.6,0.5,0.0,0.49,0.22,0.6650475306294077,0.35099430382830105,0.6288791604860414,0.4113358954411976,0.3780375276850694,0,0.6650475306294077,0.35099430382830105
116,0.59,0.67,0.56,0.41,0.5,0.0,0.47,0.22,0.613746234028437,0.25461017257414376,0.5950653207175324,0.30984483609127006,0.604857849114358,0,0.613746234028437,0.25461017257414376
117,0.47,0.47,0.57,0.48,0.5,0.0,0.48,0.22,0.7273135091830083,0.3433974612212709,0.6870799113542869,0.40882966362985007,0.40952316483704976,0,0.7273135091830083,0.3433974612212709
118,0.35,0.52,0.48,0.22,0.5,0.0,0.26,0.22,0.5176623427718594,0.35114408889726545,0.5469480537966862,0.4313809463940912,0.3705837554135248,2,0.5469480537966862,0.35114408889726545
119,0.47,0.41,0.66,0.26,0.5,0.0,0.53,0.22,0.5876332220800086,0.368591328406094,0.6083154525354104,0.45835055609116593,0.40910391937488455,2,0.6083154525354104,0.368591328406094
121,0.55,0.53,0.55,0.46,0.5,0.0,0.52,0.22,0.758981632026035,0.29524316905942405,0.723700204458579,0.3575257887199139,0.49963800350202936,0,0.758981632026035,0.29524316905942405
123,0.59,0.6,0.49,0.43,0.5,0.0,0.53,0.31,0.6712733491873989,0.274238972365418,0.6510403699138794,0.34770264429707276,0.5876280507414993,0,0.6712733491873989,0.274238972365418
124,0.54,0.55,0.34,0.31,0.5,0.0,0.54,0.22,0.6171463900063292,0.2618977761434255,0.6288518210632503,0.3346023383520818,0.5983130595205075,2,0.6288518210632503,0.2618977761434255
125,0.58,0.62,0.54,0.17,0.5,0.0,0.48,0.22,0.6313704836531951,0.2866581074340432,0.6665359579055694,0.37108576437988106,0.5754080720936192,2,0.6665359579055694,0.2866581074340432
126,0.4,0.38,0.53,0.16,0.5,0.0,0.52,0.27,0.6098690347396177,0.4306978669566415,0.6466288616567603,0.5674559524002918,0.3900163906352905,2,0.6466288616567603,0.4306978669566415
127,0.46,0.71,0.48,0.53,0.5,0.0,0.53,0.22,0.6038125018801725,0.25800741702614394,0.5734117796899251,0.30972150961112177,0.5320929717739277,0,0.6038125018801725,0.25800741702614394
128,0.53,0.51,0.55,0.05,0.5,0.0,0.45,0.25,0.645071961672192,0.2968285500485274,0.6804235765411597,0.3833472774232437,0.4304972124518943,2,0.6804235765411597,0.2968285500485274
129,0.41,0.4,0.59,0.47,0.5,0.0,0.48,0.43,0.5533130687769052,0.3553605955934528,0.5239403106243236,0.435265863752836,0.3071094237686111,0,0.5533130687769052,0.3553605955934528
130,0.5,0.64,0.57,0.15,0.5,0.0,0.47,0.22,0.6147263325371345,0.2924211621303551,0.6514447714179755,0.37492780084408905,0.5103411785918506,2,0.6514447714179755,0.2924211621303551
131,0.4,0.62,0.52,0.31,0.5,0.0,0.49,0.31,0.6435455117653675,0.36077760217318483,0.6513679205644933,0.4692136100977104,0.5430514752348354,2,0.6513679205644933,0.36077760217318483
132,0.6,0.5,0.57,0.25,0.5,0.0,0.41,0.26,0.6596020871320836,0.31414882257629273,0.6809837559211316,0.39667234878665203,0.5218078123496475,2,0.6809837559211316,0.31414882257629273
133,0.62,0.51,0.52,0.42,0.5,0.0,0.54,0.27,0.7416511481563359,0.28768407778173644,0.7173798157697384,0.3607255063883559,0.5589690925273125,0,0.7416511481563359,0.28768407778173644
134,0.35,0.58,0.54,0.16,0.5,0.0,0.51,0.22,0.5966945153741372,0.3491308448852481,0.6342708226420744,0.4534000063020861,0.44763098794300843,2,0.6342708226420744,0.3491308448852481
135,0.34,0.54,0.5,0.21,0.5,0.0,0.54,0.31,0.6258264751405437,0.39087614561343553,0.664662222289608,0.5208696924227498,0.439742252505642,2,0.664662222289608,0.39087614561343553
136,0.39,0.58,0.5,0.26,0.5,0.0,0.54,0.59,0.4794880959408944,0.28202967506525595,0.4992950588886852,0.37348863174959035,0.38229354866860094,2,0.4992950588886852,0.28202967506525595
137,0.48,0.54,0.5,0.17,0.5,0.0,0.53,0.22,0.7073139096530785,0.3369391354711822,0.7568706705141746,0.44070749741976967,0.5047025295751075,2,0.7568706705141746,0.3369391354711822
138,0.29,0.32,0.58,0.15,0.5,0.0,0.5,0.3,0.4775494507088921,0.3912923678454708,0.505546924323258,0.5061730258814657,0.30105691839018567,2,0.505546924323258,0.3912923678454708
139,0.47,0.32,0.64,0.3,0.5,0.0,0.63,0.22,0.4986653288013018,0.3294268259296792,0.5079729015391867,0.40007406140504276,0.358435743551134,2,0.5079729015391867,0.3294268259296792
140,0.39,0.47,0.56,0.16,0.5,0.0,0.47,0.22,0.6097285668469102,0.39272372579506487,0.6456538900632266,0.5047638905556916,0.3934993750541073,2,0.6456538900632266,0.39272372579506487
141,0.58,0.48,0.51,0.47,0.5,0.0,0.55,0.22,0.7211662758717639,0.2951960089746686,0.6878370709392438,0.36074064359051106,0.4897445081663252,0,0.7211662758717639,0.2951960089746686
142,0.64,0.6,0.57,0.19,0.5,0.0,0.43,0.22,0.5712876382528721,0.2702425478886245,0.6031066751794004,0.3430146623106788,0.5640142288761636,2,0.6031066751794004,0.2702425478886245
143,0.37,0.46,0.4,0.27,0.5,0.0,0.45,0.22,0.5646936957512148,0.37228851375908834,0.584392050991067,0.47512397908133785,0.4665225168710516,2,0.584392050991067,0.37228851375908834
144,0.43,0.57,0.53,0.16,0.5,0.0,0.54,0.22,0.639959749448282,0.3349581110050887,0.6802606464144669,0.43602573202499467,0.4705815194667293,2,0.6802606464144669,0.3349581110050887
145,0.28,0.37,0.61,0.09,0.5,0.0,0.52,0.55,0.3483627204039974,0.2857161075510216,0.3693602667245829,0.3736069758245612,0.22278089738047796,2,0.3693602667245829,0.2857161075510216
146,0.59,0.48,0.5,0.14,0.5,0.0,0.45,0.25,0.6581928391440008,0.3202730831258085,0.6989790703463796,0.41759793636391734,0.5102704343991246,2,0.6989790703463796,0.3202730831258085
147,0.39,0.55,0.48,0.31,0.5,0.0,0.54,0.29,0.6577599915663217,0.36255774702459687,0.6714174762884036,0.47104334765423406,0.5264172667119954,2,0.6714174762884036,0.36255774702459687
149,0.51,0.34,0.5,0.19,0.5,0.0,0.5,0.22,0.6574599994352901,0.38867628051021835,0.7019544911727436,0.5042075818920294,0.43925472311217073,2,0.7019544911727436,0.38867628051021835
150,0.58,0.5,0.5,0.12,0.5,0.0,0.48,0.25,0.6850541984773535,0.31599429879685687,0.7275049473514912,0.4147454134779496,0.5205785809500216,2,0.7275049473514912,0.31599429879685687
151,0.44,0.39,0.53,0.14,0.5,0.0,0.54,0.44,0.5196961100361839,0.3593919686836328,0.5510207682270998,0.4790114971944658,0.3323500448748824,2,0.5510207682270998,0.3593919686836328
152,0.41,0.39,0.44,0.34,0.5,0.0,0.48,0.4,0.5432335899020709,0.3788517479751539,0.5456278767917062,0.4915284456181675,0.41455436056365075,2,0.5456278767917062,0.3788517479751539
153,0.45,0.43,0.51,0.24,0.5,0.0,0.54,0.33,0.6509880410592528,0.40687017163542566,0.6818450604416483,0.5409189322788914,0.4397422525056419,2,0.6818450604416483,0.40687017163542566
154,0.36,0.68,0.46,0.16,0.5,0.0,0.53,0.28,0.5346311452763752,0.3144782719909753,0.571048661410188,0.41655246977071736,0.5317581419153409,2,0.571048661410188,0.3144782719909753
155,0.42,0.31,0.5,0.15,0.5,0.0,0.53,0.22,0.5462352608486565,0.3905846416135402,0.5841024977019698,0.5030411357687095,0.37017253411556195,2,0.5841024977019698,0.3905846416135402
156,0.42,0.43,0.56,0.1,0.5,0.0,0.49,0.22,0.5799917537434317,0.3773430420403249,0.6141649782714902,0.4873299007023223,0.37430818407410915,2,0.6141649782714902,0.3773430420403249
158,0.49,0.47,0.53,0.16,0.5,0.0,0.48,0.27,0.730037436923329,0.37264083261844966,0.771666115307917,0.48895792138437366,0.45819705584287895,2,0.771666115307917,0.37264083261844966
160,0.4,0.42,0.71,0.21,0.5,0.0,0.54,0.32,0.513426939739345,0.39881053253734966,0.5412546127240504,0.5098831413559358,0.33235004487488246,2,0.5412546127240504,0.39881053253734966
161,0.4,0.42,0.71,0.21,0.5,0.0,0.54,0.32,0.513426939739345,0.39881053253734966,0.5412546127240504,0.5098831413559358,0.33235004487488246,2,0.5412546127240504,0.39881053253734966
162,0.54,0.49,0.49,0.2,0.5,0.0,0.52,0.22,0.732846398733866,0.34374575751515674,0.7792296289624476,0.44961037942748694,0.5359115910367395,2,0.7792296289624476,0.34374575751515674
163,0.42,0.51,0.5,0.12,0.5,0.0,0.52,0.46,0.5627480344361095,0.3212620520970264,0.6006027056431217,0.4297575324430357,0.37099506680985295,2,0.6006027056431217,0.3212620520970264
164,0.57,0.51,0.53,0.18,0.5,0.0,0.56,0.25,0.7130501347952907,0.3143002243368421,0.7544223808736746,0.41187931492405505,0.5252269996509681,2,0.7544223808736746,0.3143002243368421
