,Unnamed: 0,mcg,gvh,alm,mit,erl,pox,vac,nuc,distance_from_0,distance_from_1,distance_from_2,closest,Probability_0,Probability_1,Probability_2,Probability0,Probability1,Probability2,cluster_label,Max_prob,Min_prob
14,14,0.66,0.55,0.45,0.19,0.5,0.0,0.46,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.34767004563303555,0.4788740516857107,0.4390861810845474,0.25081052010306515,0.38746140980360483,0.36172807009333025,1,0.38746140980360483,0.25081052010306515
15,15,0.46,0.44,0.52,0.11,0.5,0.0,0.5,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.35351281784669475,0.4709049754356946,0.4447181671755,0.25384107938577655,0.35581060551486055,0.3903483150993629,2,0.3903483150993629,0.25384107938577655
16,16,0.47,0.39,0.5,0.11,0.5,0.0,0.49,0.4,0.2514754098360654,0.16683898305084624,0.009012345679012546,2,0.4013270698283134,0.4217624189111208,0.4568518978876566,0.2737949274143328,0.3338614909996306,0.3923435815860367,2,0.3923435815860367,0.2737949274143328
17,17,0.58,0.47,0.54,0.11,0.5,0.0,0.51,0.26,0.39147540983606544,0.026838983050846227,0.13098765432098747,1,0.3572843939372508,0.4666204206385952,0.4467987633239944,0.2554468093144306,0.3635497888101676,0.38100340187540177,2,0.38100340187540177,0.2554468093144306
18,18,0.5,0.34,0.55,0.21,0.5,0.0,0.49,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.356547027007421,0.4690403765524523,0.4446621020835408,0.25554205412897074,0.35802622430757053,0.38643172156345873,2,0.38643172156345873,0.25554205412897074
20,20,0.45,0.4,0.5,0.16,0.5,0.0,0.5,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3525913626491858,0.4713266298802965,0.4443316153270496,0.252372410732351,0.3553811632477073,0.3922464260199417,2,0.3922464260199417,0.252372410732351
22,22,0.73,0.63,0.42,0.3,0.5,0.0,0.49,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3528204291884045,0.470226474817981,0.43506719395850896,0.2530177030296051,0.4016140195638792,0.34536827740651577,1,0.4016140195638792,0.2530177030296051
23,23,0.43,0.53,0.52,0.13,0.5,0.0,0.55,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.35145980085912504,0.472883237240517,0.4437833401112609,0.2530247733338376,0.36102812454490163,0.3859471021212607,2,0.3859471021212607,0.2530247733338376
24,24,0.46,0.53,0.52,0.15,0.5,0.0,0.58,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.34871527724910145,0.4752678710622593,0.4424026686379625,0.2515250098954809,0.36537595647486615,0.383099033629653,2,0.383099033629653,0.2515250098954809
25,25,0.51,0.51,0.52,0.51,0.5,0.0,0.54,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3621254309401489,0.4652434957573894,0.4389055833127544,0.2579992913210844,0.38644491659163976,0.3555557920872759,1,0.38644491659163976,0.2579992913210844
26,26,0.59,0.45,0.53,0.19,0.5,0.0,0.59,0.27,0.3814754098360654,0.036838983050846236,0.12098765432098744,1,0.35741582525221344,0.4656508467788368,0.446843365654332,0.2542231999501358,0.36800874875898665,0.3777680512908776,2,0.3777680512908776,0.2542231999501358
27,27,0.57,0.47,0.6,0.18,0.5,0.0,0.51,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3469871649861582,0.4771805214032568,0.4415324522676693,0.2509542601589769,0.3716751505077396,0.3773705893332836,2,0.3773705893332836,0.2509542601589769
28,28,0.63,0.67,0.57,0.24,0.5,0.0,0.49,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3502508961469131,0.4752446346581818,0.4390050913201379,0.25193820733503447,0.3929446226510891,0.35511717001387644,1,0.3929446226510891,0.25193820733503447
29,29,0.8,0.88,0.36,0.39,0.5,0.0,0.56,0.33,0.32147540983606543,0.09683898305084623,0.06098765432098746,2,0.36360422844945817,0.42256682959664216,0.41168692560446,0.2736292430398682,0.3891795245318226,0.33719123242830934,1,0.3891795245318226,0.2736292430398682
30,30,0.53,0.54,0.43,0.1,0.5,0.0,0.57,0.32,0.33147540983606544,0.08683898305084622,0.07098765432098747,2,0.3727704385629492,0.4515308933665206,0.4514225206668202,0.2617489959121718,0.35806497182064584,0.38018603226718234,2,0.38018603226718234,0.2617489959121718
31,31,0.51,0.51,0.43,0.87,0.5,0.0,0.52,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.35631314134761355,0.4086253639431651,0.3962256436090869,0.28165115886531034,0.3758829601743407,0.3424658809603489,1,0.3758829601743407,0.28165115886531034
32,32,0.38,0.61,0.61,0.12,0.5,0.0,0.53,0.47,0.18147540983606547,0.2368389830508462,0.0790123456790125,2,0.4226343183922882,0.408590028232179,0.4485737370901545,0.286706012641271,0.3347298997028549,0.3785640876558741,2,0.3785640876558741,0.286706012641271
33,33,0.33,0.55,0.51,0.43,0.5,0.0,0.51,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3653902505694506,0.4619355579989005,0.4416594048852189,0.2615097705260068,0.36958449286878,0.36890573660521314,1,0.36958449286878,0.2615097705260068
34,34,0.78,0.74,0.42,0.26,0.5,0.0,0.43,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.35247018647852624,0.4556756207300374,0.4262946375557377,0.26067734859430924,0.3957136518659501,0.3436089995397409,1,0.3957136518659501,0.26067734859430924
35,35,0.74,0.67,0.47,0.34,0.5,0.0,0.42,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3535981389759989,0.4651477447411127,0.43260700038120736,0.2550189639047262,0.40234077374307214,0.3426402623522016,1,0.40234077374307214,0.2550189639047262
36,36,0.72,0.61,0.45,0.3,0.5,0.0,0.54,0.25,0.40147540983606544,0.016838983050846218,0.14098765432098748,1,0.3574885002758032,0.4682963367734576,0.4387881078970342,0.2531066213996567,0.39974336075175004,0.3471500178485932,1,0.39974336075175004,0.2531066213996567
37,37,0.4,0.45,0.57,0.18,0.5,0.0,0.56,0.26,0.39147540983606544,0.026838983050846227,0.13098765432098747,1,0.36294803355821736,0.4592830902018032,0.4500068059111116,0.25639532018874434,0.3498472259255246,0.3937574538857312,2,0.3937574538857312,0.25639532018874434
38,38,0.59,0.53,0.43,0.44,0.5,0.0,0.5,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3546005889001537,0.4739151726041628,0.438549393675224,0.2508898934067303,0.3986935187995056,0.350416587793764,1,0.3986935187995056,0.2508898934067303
40,40,0.86,0.68,0.39,0.24,0.5,0.0,0.54,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.35224980446261706,0.4497573127766383,0.4220804502272269,0.26381243221253275,0.39274817277358814,0.3434393950138792,1,0.39274817277358814,0.26381243221253275
41,41,0.86,0.74,0.51,0.4,0.5,0.0,0.55,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.35146549195091725,0.44339995633975937,0.4172557673153664,0.2641677565633612,0.398889697586739,0.33694254584989985,1,0.398889697586739,0.2641677565633612
42,42,0.79,0.57,0.41,0.28,0.5,0.0,0.59,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3554830496525793,0.4628430102848268,0.4319909510327298,0.25863749800405444,0.39386137869431026,0.3475011233016352,1,0.39386137869431026,0.25863749800405444
43,43,0.41,0.54,0.39,0.2,0.5,0.0,0.51,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3516192111587705,0.4740934954942651,0.4422338635643881,0.25283351134056153,0.3668884920112883,0.3802779966481501,2,0.3802779966481501,0.25283351134056153
44,44,0.37,0.36,0.56,0.18,0.5,0.0,0.48,0.26,0.39147540983606544,0.026838983050846227,0.13098765432098747,1,0.3725757035252429,0.4528610737380743,0.449766165926399,0.26254971521288,0.3430192624814555,0.3944310223056645,2,0.3944310223056645,0.26254971521288
45,45,0.53,0.31,0.58,0.39,0.5,0.0,0.47,0.37,0.28147540983606545,0.1368389830508462,0.02098765432098748,2,0.39965344656225454,0.4303401115239693,0.4495331235978552,0.2747320145960775,0.3512772767464842,0.3739907086574383,2,0.3739907086574383,0.2747320145960775
46,46,0.74,0.75,0.58,0.47,0.5,0.0,0.4,0.35,0.3014754098360655,0.1168389830508462,0.0409876543209875,2,0.3759576369902669,0.4324072017672629,0.4267674893181481,0.2705746505854508,0.3889232665558001,0.34050208285874894,1,0.3889232665558001,0.2705746505854508
48,48,0.74,0.57,0.51,0.28,0.5,0.0,0.58,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.35350581284608723,0.4708726245864056,0.43668885113546063,0.2541758992803843,0.39564766477803204,0.3501764359415837,1,0.39564766477803204,0.2541758992803843
49,49,0.42,0.24,0.34,0.16,0.5,0.0,0.5,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3728817270421783,0.4479811582223478,0.4369627505894387,0.27150064965478804,0.34709357997829066,0.3814057703669212,2,0.3814057703669212,0.27150064965478804
50,50,0.48,0.39,0.51,0.21,0.5,0.0,0.52,0.28,0.3714754098360654,0.04683898305084625,0.11098765432098744,1,0.3586962780286041,0.45754091107712896,0.4503130887691232,0.2529132552949744,0.35238922344295115,0.3946975212620744,2,0.3946975212620744,0.2529132552949744
51,51,0.41,0.53,0.45,0.14,0.5,0.0,0.52,0.66,0.008524590163934587,0.4268389830508462,0.2690123456790125,0,0.4854226888079279,0.3619032635608223,0.4194754960075031,0.31796213903152726,0.3177597531091047,0.36427810785936793,2,0.36427810785936793,0.3177597531091047
52,52,0.45,0.46,0.55,0.43,0.5,0.0,0.55,0.38,0.27147540983606544,0.14683898305084622,0.010987654320987472,2,0.3980031209190738,0.4290818237150104,0.4533537227319149,0.2710318847264069,0.35648463135696,0.3724834839166331,2,0.3724834839166331,0.2710318847264069
56,56,0.66,0.62,0.49,0.1,0.5,0.0,0.49,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.352526476415649,0.4707918717060452,0.438634537927928,0.2569496946403095,0.3801640086532416,0.3628862967064489,1,0.3801640086532416,0.2569496946403095
58,58,0.38,0.49,0.53,0.19,0.5,0.0,0.5,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3514788210149512,0.4716742344225509,0.44428242585754063,0.25176699868405694,0.35731210103463995,0.390920900281303,2,0.390920900281303,0.25176699868405694
59,59,0.45,0.58,0.48,0.67,0.5,0.0,0.52,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3668516732418542,0.4408264256114847,0.4236424034539873,0.2706671692287878,0.3808141427720452,0.3485186879991669,1,0.3808141427720452,0.2706671692287878
60,60,0.43,0.35,0.52,0.52,0.5,0.0,0.54,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.37194039523031097,0.4523190282433292,0.4369373461513493,0.2680499514930352,0.3665775487203137,0.36537249978665126,1,0.3665775487203137,0.2680499514930352
61,61,0.37,0.32,0.47,0.18,0.5,0.0,0.45,0.25,0.40147540983606544,0.016838983050846218,0.14098765432098748,1,0.373803807630817,0.4526861797093937,0.4470352094656119,0.26489731526091626,0.3438423093178271,0.39126037542125663,2,0.39126037542125663,0.26489731526091626
62,62,0.48,0.43,0.51,0.32,0.5,0.0,0.52,0.43,0.22147540983606545,0.1968389830508462,0.03901234567901252,2,0.4014746312706394,0.4055581347489493,0.4597111751977146,0.2725111464968095,0.3425320168850555,0.384956836618135,2,0.384956836618135,0.2725111464968095
63,63,0.41,0.46,0.59,0.19,0.5,0.0,0.58,0.27,0.3814754098360654,0.036838983050846236,0.12098765432098744,1,0.3653868301196481,0.4568937435808566,0.4508429848757108,0.2577611661967451,0.3507637411820492,0.39147509262120567,2,0.39147509262120567,0.2577611661967451
64,64,0.54,0.48,0.44,0.08,0.5,0.0,0.52,0.27,0.3814754098360654,0.036838983050846236,0.12098765432098744,1,0.3625442977805603,0.462313709531605,0.4476405950055721,0.2581985641086593,0.35914000198914475,0.3826614339021961,2,0.3826614339021961,0.2581985641086593
65,65,0.6,0.47,0.45,0.22,0.5,0.0,0.51,0.29,0.3614754098360655,0.0568389830508462,0.1009876543209875,1,0.35429130418019994,0.4644904430024096,0.4466422265320957,0.2511741280074874,0.37374088301975383,0.37508498897275877,2,0.37508498897275877,0.2511741280074874
66,66,0.34,0.46,0.57,0.09,0.5,0.0,0.55,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3663378344756011,0.458136125762418,0.4446148785491446,0.2636498229892713,0.3469788742013946,0.389371302809334,2,0.389371302809334,0.2636498229892713
67,67,0.48,0.54,0.55,0.12,0.5,0.0,0.51,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3485826591644102,0.4753514023338557,0.4428518346226644,0.251883176107056,0.36521117168390155,0.38290565220904244,2,0.38290565220904244,0.251883176107056
68,68,0.47,0.39,0.59,0.15,0.5,0.0,0.57,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3590501956781005,0.466475570962129,0.4453423187619877,0.25763659043058734,0.3545830787669162,0.38778033080249635,2,0.38778033080249635,0.25763659043058734
69,69,0.81,0.85,0.47,0.37,0.5,0.0,0.56,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.34962489189716073,0.438987750710627,0.4137051106910398,0.2659290741403358,0.3969733501560393,0.337097575703625,1,0.3969733501560393,0.2659290741403358
72,72,0.6,0.5,0.44,0.61,0.5,0.0,0.47,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3642399358454325,0.4510276359303004,0.42862907867650507,0.2646742672386952,0.3888675811489653,0.34645815161233956,1,0.3888675811489653,0.2646742672386952
73,73,0.45,0.55,0.54,0.66,0.5,0.0,0.47,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3675428506000141,0.4422439249426595,0.4255443020344688,0.2704730676410445,0.3790763557654175,0.3504505765935379,1,0.3790763557654175,0.2704730676410445
75,75,0.49,0.42,0.56,0.55,0.5,0.0,0.42,0.25,0.40147540983606544,0.016838983050846218,0.14098765432098748,1,0.3736050540313463,0.4505139098561799,0.4376493607994677,0.2672035028910874,0.37316500752458276,0.3596314895843299,1,0.37316500752458276,0.2672035028910874
77,77,0.5,0.54,0.53,0.54,0.5,0.0,0.51,0.27,0.3814754098360654,0.036838983050846236,0.12098765432098744,1,0.3732199668804005,0.4539098523490821,0.4405118513422243,0.26288138393063254,0.38267404018516177,0.3544445758842058,1,0.38267404018516177,0.26288138393063254
78,78,0.63,0.57,0.59,0.4,0.5,0.0,0.38,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3552968185426791,0.4699864039508617,0.4383496459920722,0.25421392276413785,0.3939484018194893,0.3518376754163729,1,0.3939484018194893,0.25421392276413785
79,79,0.43,0.57,0.51,0.49,0.5,0.0,0.48,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3622658707005384,0.4648939005180856,0.4396735850272798,0.2586037027383554,0.3826231460614056,0.35877315120023906,1,0.3826231460614056,0.2586037027383554
80,80,0.48,0.45,0.55,0.5,0.5,0.0,0.53,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3644420693159509,0.4631023573688516,0.44004208878152296,0.26032249579890965,0.37818214640502124,0.361495357796069,1,0.37818214640502124,0.26032249579890965
81,81,0.5,0.58,0.46,0.46,0.5,0.0,0.46,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3568001777728342,0.4713034307570587,0.4394173011337248,0.2533655061996019,0.3923944878270067,0.3542400059733913,1,0.3923944878270067,0.2533655061996019
82,82,0.51,0.54,0.6,0.57,0.5,0.0,0.58,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3662625830665529,0.4535358721165793,0.4330864442999804,0.26489165967390144,0.3829850541180751,0.35212328620802347,1,0.3829850541180751,0.26489165967390144
83,83,0.54,0.52,0.63,0.37,0.5,0.0,0.46,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3519637377634961,0.4747735633051344,0.4413037082335723,0.25197221991175617,0.38444213007203976,0.3635856500162041,1,0.38444213007203976,0.25197221991175617
84,84,0.67,0.62,0.4,0.43,0.5,0.83,0.5,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3208731231905418,0.3652666505064428,0.35401184291932475,0.3925194499754212,0.31158574755213453,0.2958948024724442,0,0.3925194499754212,0.2958948024724442
85,85,0.28,0.58,0.21,0.13,0.5,0.0,0.51,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3686723630843036,0.4422111941567299,0.4292498734460789,0.27414540406248533,0.35394426294488357,0.3719103329926311,2,0.3719103329926311,0.27414540406248533
86,86,0.39,0.44,0.35,0.16,0.5,0.0,0.55,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3629300069413857,0.4638966494065525,0.4433980287072528,0.26056989847672346,0.3556170074788805,0.3838130940443961,2,0.3838130940443961,0.26056989847672346
87,87,0.8,0.63,0.45,0.29,0.5,0.0,0.51,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3537894767655751,0.4629230709240034,0.4312051200110825,0.2572551563754939,0.39850501172417035,0.3442398319003357,1,0.39850501172417035,0.2572551563754939
88,88,0.5,0.52,0.59,0.3,0.5,0.0,0.51,0.35,0.3014754098360655,0.1168389830508462,0.0409876543209875,2,0.3684640148812141,0.4377770886786935,0.4577806256084257,0.25700802960558494,0.3613844448910214,0.38160752550339366,2,0.38160752550339366,0.25700802960558494
89,89,0.42,0.47,0.52,0.41,0.5,0.0,0.53,0.32,0.33147540983606544,0.08683898305084622,0.07098765432098747,2,0.3786771194800267,0.4454607202873045,0.4524067424362371,0.2623166502608263,0.36197295572641275,0.3757103940127609,2,0.3757103940127609,0.2623166502608263
90,90,0.36,0.46,0.62,0.46,0.5,0.0,0.51,0.33,0.32147540983606543,0.09683898305084623,0.06098765432098746,2,0.3932536482405966,0.4361312183727205,0.4467313142914121,0.2733259863458983,0.3549215530503325,0.37175246060376915,2,0.37175246060376915,0.2733259863458983
91,91,0.46,0.38,0.47,0.22,0.5,0.0,0.52,0.27,0.3814754098360654,0.036838983050846236,0.12098765432098744,1,0.3600642960330665,0.4595607028946894,0.4492947370727872,0.2539435484242686,0.3528224732421124,0.39323397833361917,2,0.39323397833361917,0.2539435484242686
92,92,0.4,0.45,0.56,0.2,0.5,0.0,0.45,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3526510958802941,0.4707335042441942,0.4448840140065672,0.2524411544065324,0.3563107638143276,0.3912480817791399,2,0.3912480817791399,0.2524411544065324
93,93,0.33,0.43,0.64,0.16,0.5,0.0,0.52,0.52,0.13147540983606545,0.2868389830508462,0.12901234567901254,2,0.44912893082182254,0.3890306038567371,0.4398612469509392,0.2997684396187718,0.3201363333108652,0.3800952270703629,2,0.3800952270703629,0.2997684396187718
95,95,0.38,0.5,0.37,0.26,0.5,0.0,0.43,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.35753055744435336,0.4695203580947527,0.4431247128108022,0.25627332802295893,0.3647205580648742,0.37900611391216676,2,0.37900611391216676,0.25627332802295893
96,96,0.69,0.7,0.52,0.36,0.5,0.0,0.46,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3537383184025735,0.4673804267751646,0.4343401583512949,0.2533612444967675,0.40429448541787594,0.3423442700853565,1,0.40429448541787594,0.2533612444967675
97,97,0.61,0.72,0.39,0.33,0.5,0.0,0.58,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.355443412010433,0.4671957967898005,0.43481607112145904,0.25531777425862906,0.3978728716091999,0.34680935413217123,1,0.3978728716091999,0.25531777425862906
98,98,0.78,0.75,0.4,0.28,0.5,0.0,0.53,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.35292769302786353,0.4545527275932911,0.4253594918258714,0.2608644450168694,0.3970904250759818,0.34204512990714886,1,0.3970904250759818,0.2608644450168694
99,99,0.64,0.57,0.57,0.27,0.5,0.0,0.37,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3505666170124075,0.4753590812233805,0.4397566887505053,0.25228702444875145,0.38892922652786344,0.35878374902338517,1,0.38892922652786344,0.25228702444875145
100,100,0.36,0.58,0.35,0.24,0.5,0.0,0.44,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3602065682329469,0.4664609842480125,0.4420083320932322,0.2592058517823235,0.3661723987559109,0.3746217494617656,2,0.3746217494617656,0.2592058517823235
101,101,0.36,0.43,0.39,0.12,0.5,0.0,0.49,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3646474459954663,0.4612337146956706,0.44400524820776577,0.2618616806652654,0.3503844430973155,0.38775387623741914,2,0.38775387623741914,0.2618616806652654
102,102,0.47,0.52,0.5,0.4,0.5,0.0,0.41,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3523028521417729,0.4748786885897538,0.44096063636284905,0.25169178265730474,0.38298730357230054,0.3653209137703946,1,0.38298730357230054,0.25169178265730474
103,103,0.48,0.23,0.57,0.27,0.5,0.0,0.48,0.47,0.18147540983606547,0.2368389830508462,0.0790123456790125,2,0.4333801270518559,0.4023384903703696,0.4422280983277664,0.29284733690934994,0.3294063971640923,0.37774626592655774,2,0.37774626592655774,0.29284733690934994
104,104,0.47,0.39,0.55,0.24,0.5,0.0,0.47,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.34921410860082674,0.4734813797262215,0.4427427223803476,0.25069385000671246,0.36146270581715595,0.3878434441761317,2,0.3878434441761317,0.25069385000671246
105,105,0.44,0.59,0.36,0.16,0.5,0.0,0.52,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3549843501362813,0.4716006425950128,0.4418480795281892,0.25606608213348814,0.3692016053184938,0.3747323125480181,2,0.3747323125480181,0.25606608213348814
106,106,0.42,0.35,0.54,0.18,0.5,0.0,0.56,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3624703855863168,0.4636566310436741,0.4457633052585581,0.25891674599863573,0.35056782186866503,0.3905154321326991,2,0.3905154321326991,0.25891674599863573
107,107,0.3,0.56,0.55,0.18,0.5,0.0,0.5,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3631390467008449,0.4622817371695862,0.444809922633586,0.2609849099228705,0.3545426829290638,0.38447240714806574,2,0.38447240714806574,0.2609849099228705
108,108,0.65,0.65,0.52,0.16,0.5,0.0,0.6,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3531343388816428,0.4708183831152569,0.4382869709575785,0.2562700829692868,0.3847902378543809,0.3589396791763324,1,0.3847902378543809,0.2562700829692868
109,109,0.27,0.6,0.48,0.23,0.5,0.0,0.55,0.22,0.4314754098360655,0.01316101694915378,0.17098765432098748,1,0.3659757591855969,0.4594059194397745,0.4424866513004648,0.26368296231537264,0.35778468393233714,0.37853235375229033,2,0.37853235375229033,0.26368296231537264
110,110,0.45,0.41,0.5,0.46,0.5,0.5,0.5,0.27,0.3814754098360654,0.036838983050846236,0.12098765432098744,1,0.3703810728210406,0.4160709978307947,0.4102353245596613,0.3485692476238585,0.3259390893447373,0.3254916630314043,0,0.3485692476238585,0.3254916630314043
112,112,0.3,0.32,0.57,0.19,0.5,0.0,0.48,0.55,0.1014754098360654,0.31683898305084623,0.15901234567901254,0,0.4610611708188792,0.3804057014894563,0.4315134130009806,0.30744313086558084,0.3150194764548079,0.37753739267961134,2,0.37753739267961134,0.30744313086558084
