,Unnamed: 0,mcg,gvh,alm,mit,erl,vac,nuc,distance_from_0,distance_from_1,distance_from_2,distance_from_3,closest,Probability_0,Probability_1,Probability_2,Probability_3,Probability0,Probability1,Probability2,Probability3,cluster_label,Max_prob,Min_prob
10,10,0.43,0.39,0.54,0.21,0.5,0.53,0.27,0.2,0.04334875115633705,0.06480158730158747,0.4216279069767444,1,0.7985513657167477,0.8470971292307512,0.8641885053979119,0.6479339935535221,0.8589158479822002,0.7598754282672961,0.7928098162305386,0.7057277139153708,0,0.8589158479822002,0.7057277139153708
11,11,0.42,0.37,0.59,0.2,0.5,0.52,0.29,0.18,0.06334875115633701,0.044801587301587516,0.4016279069767444,2,0.792561016048873,0.8115049673222932,0.8367947207950236,0.6524509586775931,0.835267217488912,0.7301103626485239,0.7703619554813488,0.7092487707585194,0,0.835267217488912,0.7092487707585194
12,12,0.4,0.42,0.57,0.35,0.5,0.53,0.25,0.22,0.023348751156337028,0.08480158730158749,0.4416279069767444,1,0.7641988542820153,0.832386132661797,0.8344844192298592,0.6319973398495605,0.801081493951243,0.7472521323852666,0.8218051002940304,0.6800702325913182,2,0.8218051002940304,0.6800702325913182
13,13,0.6,0.4,0.52,0.46,0.5,0.53,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6916165898686215,0.7832684844693336,0.7588431677782821,0.5853515524307681,0.7113835808653286,0.7434100223171585,0.8071411733223002,0.6190525778572009,2,0.8071411733223002,0.6190525778572009
14,14,0.66,0.55,0.45,0.19,0.5,0.46,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7120170414252195,0.8320966402966888,0.7869155125008038,0.58589114251163,0.7462253051442245,0.8463297670908717,0.7413404513753681,0.625796371489833,1,0.8463297670908717,0.625796371489833
15,15,0.46,0.44,0.52,0.11,0.5,0.5,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7525616803801135,0.8383396715477596,0.8216932612027057,0.6077182046639509,0.8304228920951631,0.7655698672897251,0.7454968416145253,0.662354386920035,0,0.8304228920951631,0.662354386920035
16,16,0.47,0.39,0.5,0.11,0.5,0.49,0.4,0.06999999999999995,0.17334875115633705,0.06519841269841252,0.29162790697674434,2,0.8450195560611845,0.7688618795970541,0.8264040770194016,0.7113094820213145,0.8364492941693847,0.713799495172529,0.7357320510562569,0.7706945539540395,0,0.8364492941693847,0.713799495172529
17,17,0.58,0.47,0.54,0.11,0.5,0.51,0.26,0.21,0.033348751156337036,0.07480158730158748,0.4316279069767444,1,0.7576517248164186,0.8343555582080372,0.8208854422717846,0.6196568662701015,0.8018322738423358,0.7930033005289612,0.7449246382322573,0.6689040351069052,0,0.8018322738423358,0.6689040351069052
18,18,0.5,0.34,0.55,0.21,0.5,0.49,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7481398448543782,0.8324724141295023,0.8178385151173523,0.6091677817148083,0.809149247177781,0.7528862969505852,0.7657710025764639,0.6615294406525981,0,0.809149247177781,0.6615294406525981
19,19,0.61,0.6,0.55,0.21,0.5,0.5,0.25,0.22,0.023348751156337028,0.08480158730158749,0.4416279069767444,1,0.7392097090345553,0.8548794274114708,0.8173744995251466,0.6099481308924692,0.7686837916169109,0.8555269840855978,0.7695249749291078,0.6505782978992432,1,0.8555269840855978,0.6505782978992432
20,20,0.45,0.4,0.5,0.16,0.5,0.5,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7620347475857592,0.8513437460914719,0.8366122132021431,0.6138577903915328,0.8457257878427066,0.7677987760331895,0.7655311002640608,0.6696442718798257,0,0.8457257878427066,0.6696442718798257
21,21,0.43,0.44,0.48,0.22,0.5,0.51,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7746485566349284,0.8906876525435112,0.8671243687129185,0.6213820786552102,0.8628570344204793,0.796491763928725,0.8019943973044531,0.6765482603350393,0,0.8628570344204793,0.6765482603350393
22,22,0.73,0.63,0.42,0.3,0.5,0.49,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6614642807776354,0.7656270949603472,0.7260130738609025,0.5592298240323831,0.6786916876558147,0.8457741410262155,0.7165285675669644,0.5882424281497188,1,0.8457741410262155,0.5882424281497188
23,23,0.43,0.53,0.52,0.13,0.5,0.55,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7505951748043218,0.8461860950533145,0.8253078789454003,0.6078416822281238,0.8194040778208036,0.779809226419063,0.75217116530171,0.6597640419414144,0,0.8194040778208036,0.6597640419414144
24,24,0.46,0.53,0.52,0.15,0.5,0.58,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7520917078896776,0.8591212689569764,0.8328929840423704,0.6090863412016395,0.8170687319594383,0.7956534158531781,0.7620516517165217,0.659874153672023,0,0.8170687319594383,0.659874153672023
25,25,0.51,0.51,0.52,0.51,0.5,0.54,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6867905032009411,0.7781540486568468,0.754553272557674,0.584570152041986,0.7036420107920724,0.7391206420973865,0.8475011103391981,0.6157972372503371,2,0.8475011103391981,0.6157972372503371
26,26,0.59,0.45,0.53,0.19,0.5,0.59,0.27,0.2,0.04334875115633705,0.06480158730158747,0.4216279069767444,1,0.7698430242201175,0.8501908548170009,0.8411790889990003,0.6319813254908817,0.8044905099021772,0.8057283270168495,0.7748053569508409,0.6794839804904481,1,0.8057283270168495,0.6794839804904481
27,27,0.57,0.47,0.6,0.18,0.5,0.51,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7430256073919308,0.8614312063317908,0.8245916863778181,0.6047100366152922,0.7966973255648683,0.8057710285290497,0.7681001409105128,0.6528665100830211,1,0.8057710285290497,0.6528665100830211
28,28,0.63,0.67,0.57,0.24,0.5,0.49,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6909699001941394,0.8059780253262994,0.7628451476894019,0.5769832857941468,0.7172714640982762,0.8360701521854712,0.7378591882454746,0.6115882552668905,1,0.8360701521854712,0.6115882552668905
29,29,0.8,0.88,0.36,0.39,0.5,0.56,0.33,0.13999999999999996,0.10334875115633704,0.004801587301587472,0.3616279069767444,2,0.5539346149704995,0.5929966180083924,0.5814790254731689,0.5051877618358213,0.5477147727732863,0.665611964806004,0.5848713667287596,0.5145471674153053,1,0.665611964806004,0.5145471674153053
30,30,0.53,0.54,0.43,0.1,0.5,0.57,0.32,0.14999999999999994,0.09334875115633703,0.01480158730158748,0.3716279069767444,2,0.7800117434215934,0.8051321060320421,0.8197808674655334,0.6481215826741208,0.7991613637486961,0.7805441142691472,0.7348460707395246,0.6947776378899905,0,0.7991613637486961,0.6947776378899905
31,31,0.51,0.51,0.43,0.87,0.5,0.52,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.5045340847336026,0.5429097313872573,0.5340410720917096,0.4615621743370034,0.5048920878199119,0.530759342476222,0.6078806083584379,0.47233958914973684,2,0.6078806083584379,0.47233958914973684
32,32,0.38,0.61,0.61,0.12,0.5,0.53,0.47,0.0,0.243348751156337,0.13519841269841248,0.2216279069767444,0,0.7923875065552402,0.7067726885313981,0.7592189712910463,0.7200098334160759,0.7636014552775958,0.6737222489229504,0.6888945469808913,0.7540969949277028,0,0.7636014552775958,0.6737222489229504
33,33,0.33,0.55,0.51,0.43,0.5,0.51,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7047854193536175,0.7793258972686484,0.7672260014969547,0.5943337717192569,0.7313993322761847,0.7161608822050368,0.7933405878599139,0.6318962785215986,2,0.7933405878599139,0.6318962785215986
34,34,0.78,0.74,0.42,0.26,0.5,0.43,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6068129996120737,0.6895094701202362,0.6568469978156585,0.5222928853677392,0.6191318208086021,0.7768177733644519,0.6459831148538817,0.5454188603929708,1,0.7768177733644519,0.5454188603929708
35,35,0.74,0.67,0.47,0.34,0.5,0.42,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6407585437490975,0.7379519596471109,0.7003534401414663,0.5470224411672462,0.6544080061956695,0.8069128329620643,0.7048175193183056,0.5728413587234306,1,0.8069128329620643,0.5728413587234306
36,36,0.72,0.61,0.45,0.3,0.5,0.54,0.25,0.22,0.023348751156337028,0.08480158730158749,0.4416279069767444,1,0.6851877951735965,0.7814802133536858,0.7489704675484867,0.5810132178415104,0.6984440531372411,0.8548811418880526,0.7347299826621779,0.6105909098151878,1,0.8548811418880526,0.6105909098151878
37,37,0.4,0.45,0.57,0.18,0.5,0.56,0.26,0.21,0.033348751156337036,0.07480158730158748,0.4316279069767444,1,0.7822045331102804,0.8356894881314143,0.8454221282866418,0.6372749571333465,0.8431837051894275,0.7541746809070141,0.7737823910786159,0.6930521826526936,0,0.8431837051894275,0.6930521826526936
38,38,0.59,0.53,0.43,0.44,0.5,0.5,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6997174302755462,0.8127813120802772,0.7761506937167442,0.5877164358245781,0.7188842286717021,0.7955522263451842,0.8183366534643672,0.6206476877935447,2,0.8183366534643672,0.6206476877935447
39,39,0.57,0.53,0.53,0.34,0.5,0.53,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7410612043539743,0.8964750182515804,0.8393741540057821,0.6080547519717151,0.7758049008758251,0.8502423109390191,0.8355796908207341,0.649328615823517,1,0.8502423109390191,0.649328615823517
40,40,0.86,0.68,0.39,0.24,0.5,0.54,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.589209683847932,0.6646975224786702,0.6354589573582466,0.5101166249453339,0.6003927964086859,0.7500260565864808,0.6213701398162448,0.531805637404442,1,0.7500260565864808,0.531805637404442
41,41,0.86,0.74,0.51,0.4,0.5,0.55,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.5663780619928673,0.6407206942848714,0.6122694703330395,0.4978848700004347,0.5726161158190842,0.7139599244393324,0.6268152218272731,0.5147926165986215,1,0.7139599244393324,0.5147926165986215
42,42,0.79,0.57,0.41,0.28,0.5,0.59,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6405014538757992,0.7298339391680657,0.6975110190819922,0.5461995610099911,0.6561519696715479,0.7905104887564327,0.6836792591741561,0.5734458441757337,1,0.7905104887564327,0.5734458441757337
43,43,0.41,0.54,0.39,0.2,0.5,0.51,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7484648362188004,0.8476124922143797,0.8250999393440785,0.607593384538649,0.804122440495564,0.7843258253575807,0.7649321130751003,0.6566484734053217,0,0.804122440495564,0.6566484734053217
44,44,0.37,0.36,0.56,0.18,0.5,0.48,0.26,0.21,0.033348751156337036,0.07480158730158748,0.4316279069767444,1,0.764662602616317,0.7937530784975773,0.8083518405861531,0.6292348045012066,0.8193065095753698,0.7101877796637,0.7462174858721491,0.6853299462972746,0,0.8193065095753698,0.6853299462972746
45,45,0.53,0.31,0.58,0.39,0.5,0.47,0.37,0.09999999999999998,0.14334875115633702,0.035198412698412514,0.3216279069767444,2,0.7679493926617849,0.7495430489462862,0.7828116393893222,0.6742723206985218,0.756673634614183,0.6940714738185221,0.7760943578482682,0.7100743612380997,2,0.7760943578482682,0.6940714738185221
46,46,0.74,0.75,0.58,0.47,0.5,0.4,0.35,0.12,0.12334875115633698,0.015198412698412487,0.3416279069767444,2,0.6123050500196918,0.649836291408859,0.6417266290022564,0.5576094255599502,0.602237118208899,0.6941173288872038,0.6659974355328817,0.5689768452676467,1,0.6941173288872038,0.5689768452676467
47,47,0.49,0.39,0.52,0.29,0.5,0.48,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.76345332134928,0.8823818571844627,0.8541452218155995,0.6183902049631903,0.8219549396092372,0.7924202645060792,0.8189743702159217,0.6695015651312336,0,0.8219549396092372,0.6695015651312336
48,48,0.74,0.57,0.51,0.28,0.5,0.58,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6715860298948975,0.7764933682932992,0.7383818718846407,0.5664057704430362,0.6919075428215263,0.8231379044318717,0.723406748393661,0.5975933111602375,1,0.8231379044318717,0.5975933111602375
49,49,0.42,0.24,0.34,0.16,0.5,0.5,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6802440518484912,0.7115119970935952,0.7133296376563559,0.5714421892044227,0.7192489735813312,0.650503920819728,0.6658833497663973,0.6164893636173892,0,0.7192489735813312,0.6164893636173892
50,50,0.48,0.39,0.51,0.21,0.5,0.52,0.28,0.18999999999999995,0.053348751156337054,0.05480158730158746,0.4116279069767443,1,0.8106171107957334,0.8651983379217706,0.8834610445091232,0.6548858890305879,0.8649044498456977,0.7818963462623563,0.805236606263525,0.7124240930613885,0,0.8649044498456977,0.7124240930613885
51,51,0.41,0.53,0.45,0.14,0.5,0.52,0.66,0.19000000000000009,0.4333487511563371,0.3251984126984125,0.03162790697674433,3,0.7902369703144059,0.6279311161749965,0.6974764463159708,0.8494464971057883,0.7211168494924832,0.60744850734775,0.6332247227953265,0.8384045140666474,3,0.8384045140666474,0.60744850734775
52,52,0.45,0.46,0.55,0.43,0.5,0.55,0.38,0.08999999999999997,0.15334875115633706,0.045198412698412516,0.3116279069767444,2,0.8011144413899296,0.7792182254978591,0.8229694408089424,0.7001592621441327,0.7803320733414939,0.7250708205772043,0.8296101730900565,0.7344180483891312,2,0.8296101730900565,0.7250708205772043
53,53,0.56,0.48,0.58,0.27,0.5,0.51,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7538338153969736,0.9051217637437404,0.8519262042299179,0.6126546605167313,0.8027849870558552,0.8365854196548987,0.8160808358135316,0.6594607439385787,1,0.8365854196548987,0.6594607439385787
54,54,0.64,0.59,0.56,0.23,0.5,0.46,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7127463969525033,0.8408121184311006,0.7917643067377651,0.5884958033363463,0.7452864704289217,0.8476052181296811,0.7589657552064607,0.627310247913479,1,0.8476052181296811,0.627310247913479
55,55,0.64,0.56,0.56,0.22,0.5,0.45,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7182496444009601,0.8468320256480746,0.7979335620941823,0.591147242492845,0.7535420508228627,0.8417877194475001,0.7609535022296812,0.6315401724176599,1,0.8417877194475001,0.6315401724176599
56,56,0.66,0.62,0.49,0.1,0.5,0.49,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.683382439998827,0.7792110018724968,0.7442248507066536,0.5681183845145978,0.7153264988690042,0.8076573931482063,0.6911783758167411,0.6055119712007362,1,0.8076573931482063,0.6055119712007362
57,57,0.53,0.44,0.51,0.33,0.5,0.55,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.755489573615514,0.8955232495371295,0.8538574860450227,0.6158170828934065,0.8000623805182663,0.8192820855793497,0.8367350538671896,0.662010350800456,2,0.8367350538671896,0.662010350800456
58,58,0.38,0.49,0.53,0.19,0.5,0.5,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7631837789486151,0.8576824568564124,0.8419845976291225,0.6161408104143633,0.8421435207664744,0.7711954631173383,0.7774939835128307,0.6705256403881089,0,0.8421435207664744,0.6705256403881089
59,59,0.45,0.58,0.48,0.67,0.5,0.52,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6004347473595608,0.6581987241815839,0.6446204235709743,0.5316692983938435,0.6064265401231415,0.636113317404174,0.730550577926667,0.551147496514572,2,0.730550577926667,0.551147496514572
60,60,0.43,0.35,0.52,0.52,0.5,0.54,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6723231346907833,0.7299802037002371,0.723064064395025,0.5778709031019803,0.6910411921685802,0.6704433877432789,0.7780960568766552,0.6109085717912145,2,0.7780960568766552,0.6109085717912145
61,61,0.37,0.32,0.47,0.18,0.5,0.45,0.25,0.22,0.023348751156337028,0.08480158730158749,0.4416279069767444,1,0.7458822886246043,0.7743130381723659,0.7853288064694999,0.6160860801158458,0.7963112466763029,0.6949130925534209,0.7274050060314331,0.6699888380145025,0,0.7963112466763029,0.6699888380145025
62,62,0.48,0.43,0.51,0.32,0.5,0.52,0.43,0.03999999999999998,0.20334875115633705,0.0951984126984125,0.2616279069767444,0,0.90364956295734,0.7961155832912603,0.8791000785200691,0.7626658218703138,0.8514993251504304,0.741553692976361,0.820521321513001,0.8127961522207596,0,0.8514993251504304,0.741553692976361
63,63,0.41,0.46,0.59,0.19,0.5,0.58,0.27,0.2,0.04334875115633705,0.06480158730158747,0.4216279069767444,1,0.7831984229369507,0.8308287301897087,0.8436351863148771,0.6415173743072039,0.8335531532907292,0.7533487380083408,0.7747187319441762,0.6957706028103978,0,0.8335531532907292,0.6957706028103978
64,64,0.54,0.48,0.44,0.08,0.5,0.52,0.27,0.2,0.04334875115633705,0.06480158730158747,0.4216279069767444,1,0.7589688874509716,0.8160828178138861,0.8122544488751106,0.6216723308182591,0.8010607505141837,0.7774039477725113,0.729558701692806,0.67149460375,0,0.8010607505141837,0.67149460375
65,65,0.6,0.47,0.45,0.22,0.5,0.51,0.29,0.18,0.06334875115633701,0.044801587301587516,0.4016279069767444,2,0.7915010214875979,0.8742611078956986,0.8681964322512146,0.6470626706258777,0.8160615859296179,0.8371185860890269,0.7994121424048864,0.6940899922688943,1,0.8371185860890269,0.6940899922688943
66,66,0.34,0.46,0.57,0.09,0.5,0.55,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7206592577588362,0.7691201031151255,0.7675630114773409,0.5939436527374419,0.7809194758447797,0.6989704691555673,0.7014664160208708,0.645584341700109,0,0.7809194758447797,0.645584341700109
67,67,0.48,0.54,0.55,0.12,0.5,0.51,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7469456464717297,0.8529065290307469,0.8235759012032597,0.6049548166853528,0.81146913430035,0.7948936151166699,0.7512484388282943,0.6555953095978533,0,0.81146913430035,0.6555953095978533
68,68,0.47,0.39,0.59,0.15,0.5,0.57,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7408644010309824,0.8154827470262529,0.8048300463760005,0.6050570125277872,0.8044073042553757,0.7421015050959723,0.7419293007723277,0.6574450330587482,0,0.8044073042553757,0.6574450330587482
69,69,0.81,0.85,0.47,0.37,0.5,0.56,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.5530811289368599,0.6232272682991971,0.5962862345622107,0.4875702130823865,0.5590862077062819,0.7002045464131366,0.6045543477512629,0.5034316135807747,1,0.7002045464131366,0.5034316135807747
70,70,0.48,0.42,0.52,0.24,0.5,0.56,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7687404207956037,0.8908914415540699,0.8630990722365849,0.6198722728578154,0.8391169591255552,0.8017997739252416,0.806556992019902,0.6727394451443094,0,0.8391169591255552,0.6727394451443094
71,71,0.58,0.51,0.49,0.27,0.5,0.57,0.29,0.18,0.06334875115633701,0.044801587301587516,0.4016279069767444,2,0.7926399506124144,0.8875609261216302,0.8798882792781785,0.6508725807554715,0.8123615380876392,0.8493606913414109,0.8238443541391871,0.6954299245287313,1,0.8493606913414109,0.6954299245287313
72,72,0.6,0.5,0.44,0.61,0.5,0.47,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6230994006134964,0.6948085641762349,0.6743094470944282,0.5442970598750826,0.6304375420892017,0.6823741965732549,0.7580795671562202,0.5663447404636364,2,0.7580795671562202,0.5663447404636364
73,73,0.45,0.55,0.54,0.66,0.5,0.47,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6078843702577833,0.6661708785160309,0.6525736322913925,0.5369334273015837,0.6149652614869632,0.6381630434988816,0.7453595032693965,0.5577300354772075,2,0.7453595032693965,0.5577300354772075
74,74,0.46,0.49,0.58,0.23,0.5,0.44,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7628677025413731,0.8890774611688512,0.8533225571933832,0.6160860801158458,0.8288746522886228,0.8034690566837414,0.8020722997432579,0.6677148856079946,0,0.8288746522886228,0.6677148856079946
75,75,0.49,0.42,0.56,0.55,0.5,0.42,0.25,0.22,0.023348751156337028,0.08480158730158749,0.4416279069767444,1,0.6723639070422096,0.7284850564923512,0.7203549952682496,0.5840340371515332,0.6817507920304391,0.6820133123160095,0.8023781919740618,0.6126310007657213,2,0.8023781919740618,0.6126310007657213
76,76,0.63,0.53,0.54,0.4,0.5,0.5,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7053308855152708,0.828872414472024,0.7858468182964163,0.5901884331217379,0.7274079009202468,0.8141080300885264,0.8160125307712787,0.6245275209768428,2,0.8160125307712787,0.6245275209768428
77,77,0.5,0.54,0.53,0.54,0.5,0.51,0.27,0.2,0.04334875115633705,0.06480158730158747,0.4216279069767444,1,0.6903651195105821,0.7529764939754016,0.7440699658620863,0.5999574653297725,0.6945353591460928,0.7209752461620755,0.8424305443842433,0.6265459434858013,2,0.8424305443842433,0.6265459434858013
78,78,0.63,0.57,0.59,0.4,0.5,0.38,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6793161859491166,0.7840806911107964,0.7470738687744011,0.574445684343172,0.6980385353548725,0.7761297600165133,0.7764960919213457,0.6057574946667922,2,0.7764960919213457,0.6057574946667922
79,79,0.43,0.57,0.51,0.49,0.5,0.48,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6910928238741711,0.7794877619143044,0.757505359690762,0.5865510220952913,0.710030618199151,0.7343384850387542,0.8282461095758378,0.6190627034673527,2,0.8282461095758378,0.6190627034673527
80,80,0.48,0.45,0.55,0.5,0.5,0.53,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6935211089231407,0.7770362336775435,0.7588769985236403,0.5891460489372629,0.7134005344722419,0.7233732687638519,0.8403603298545675,0.622955447852197,2,0.8403603298545675,0.622955447852197
81,81,0.5,0.58,0.46,0.46,0.5,0.46,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6994219189901493,0.8049921472151297,0.7731661670923597,0.5888988922930938,0.718897830534881,0.7731790317829231,0.8309684847258745,0.6219082127200686,2,0.8309684847258745,0.6219082127200686
82,82,0.51,0.54,0.6,0.57,0.5,0.58,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6430956506266089,0.7158797980032946,0.6979410300748178,0.5595892876221698,0.654150199460146,0.6875592119532868,0.782576426270857,0.5845763605785532,2,0.782576426270857,0.5845763605785532
83,83,0.54,0.52,0.63,0.37,0.5,0.46,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7212039529628147,0.8388427189514496,0.8019235655801569,0.5995877541413784,0.7513114063280406,0.7883703723890642,0.820474806918561,0.6387011772129325,2,0.820474806918561,0.6387011772129325
84,84,0.67,0.62,0.4,0.43,0.5,0.5,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6582676832655684,0.7590097481053488,0.7233315012356417,0.5612593276336543,0.6710486106406259,0.7942286629615771,0.7502782793447902,0.587783888625231,1,0.7942286629615771,0.587783888625231
85,85,0.28,0.58,0.21,0.13,0.5,0.51,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.6366755723398045,0.6702079378969282,0.6670725434314596,0.5432394965970634,0.6642573398219671,0.6356093671816332,0.6231576016734914,0.5786825230751214,0,0.6642573398219671,0.5786825230751214
86,86,0.39,0.44,0.35,0.16,0.5,0.55,0.22,0.25,0.006651248843662971,0.11480158730158747,0.4716279069767444,1,0.7292741348657029,0.7912995088450008,0.7849771470205915,0.5978329951377208,0.7823659782331184,0.7276122613377227,0.7230012233100259,0.6473975372935199,0,0.7823659782331184,0.6473975372935199
