,Unnamed: 0,mcg,gvh,alm,mit,erl,pox,vac,nuc,class_protein_localization,distance_from_0,distance_from_1,distance_from_2,closest,Probability_0,Probability_1,Probability_2,Probability0,Probability1,Probability2,cluster_label,Max_prob,Min_prob
17,17,0.58,0.47,0.54,0.11,0.5,0.0,0.51,0.26,NUC,0.2801394480248201,0.3965294830289269,0.17153154645612306,2,0.4239027907914981,0.3773277325581059,0.4725351158888693,0.3518849461256888,0.29623010774862246,0.35188494612568877,0,0.3518849461256888,0.29623010774862246
18,18,0.5,0.34,0.55,0.21,0.5,0.0,0.49,0.22,NUC,0.3895027046311659,0.3292313441487786,0.15110132135921975,2,0.3811886439983632,0.4048698841073313,0.4838116917931618,0.3405861174775881,0.31882776504482385,0.3405861174775881,0,0.3405861174775881,0.31882776504482385
19,19,0.61,0.6,0.55,0.21,0.5,0.0,0.5,0.25,NUC,0.1499635597195552,0.326129926486981,0.23249773166417945,0,0.46244671470090903,0.387751616933885,0.4258116732343637,0.3480609025578741,0.3038781948842518,0.3480609025578741,0,0.3480609025578741,0.3038781948842518
20,20,0.45,0.4,0.5,0.16,0.5,0.0,0.5,0.22,CYT,0.3729042268390712,0.3571800550079773,0.09378793678282496,2,0.37649939005738825,0.3824663207397105,0.4977175349751144,0.3478270789292291,0.3043458421415419,0.3478270789292291,0,0.3478270789292291,0.3043458421415419
21,21,0.43,0.44,0.48,0.22,0.5,0.0,0.51,0.22,CYT,0.34653968629186965,0.29849679528186057,0.07828278330356514,2,0.3741306017555385,0.3925436848548489,0.4892442443620893,0.34372247276624845,0.31255505446750315,0.3437224727662485,2,0.3437224727662485,0.31255505446750315
22,22,0.73,0.63,0.42,0.3,0.5,0.0,0.49,0.22,CYT,0.08004725101117098,0.3524484992685857,0.3717658371945651,0,0.4991282869027257,0.380110462943415,0.3728382071342439,0.3482080271407112,0.3035839457185777,0.3482080271407112,0,0.3482080271407112,0.3035839457185777
23,23,0.43,0.53,0.52,0.13,0.5,0.0,0.55,0.22,CYT,0.3314497431850857,0.3824502319659329,0.13372632468648155,2,0.3999757765164577,0.3800882633733257,0.4874205998469494,0.35006198439916664,0.2998760312016666,0.35006198439916664,0,0.35006198439916664,0.2998760312016666
24,24,0.46,0.53,0.52,0.15,0.5,0.0,0.58,0.22,CYT,0.3057138973811621,0.36519339964802505,0.1406287069647783,2,0.4071832455823156,0.3836703869632662,0.4802700305555248,0.3490821947145403,0.3018356105709194,0.3490821947145403,0,0.3490821947145403,0.3018356105709194
25,25,0.51,0.51,0.52,0.51,0.5,0.0,0.54,0.22,MIT,0.3521354046618478,0.07266592594566533,0.3351191156834213,1,0.3746985079891974,0.4955118172494952,0.3811290428356531,0.30200742105156264,0.3959851578968747,0.3020074210515627,1,0.3959851578968747,0.30200742105156264
26,26,0.59,0.45,0.53,0.19,0.5,0.0,0.59,0.27,CYT,0.26741410232161034,0.338644274477922,0.17735853240731375,2,0.4225332473801447,0.3934830388279941,0.4623507053690188,0.34609934337300785,0.30780131325398424,0.34609934337300785,0,0.34609934337300785,0.30780131325398424
27,27,0.57,0.47,0.6,0.18,0.5,0.0,0.51,0.22,CYT,0.2823495369654117,0.3365784346566098,0.17534785652892287,2,0.4176217988348082,0.39557774339520896,0.4647863863838792,0.3452339206018283,0.3095321587963434,0.3452339206018283,0,0.3452339206018283,0.3095321587963434
28,28,0.63,0.67,0.57,0.24,0.5,0.0,0.49,0.22,MIT,0.14118151411814556,0.3426195848616885,0.3063067392251281,0,0.4774566181679915,0.3903466666123831,0.4047817685055921,0.34663238594368945,0.3067352281126211,0.34663238594368945,0,0.34663238594368945,0.3067352281126211
29,29,0.8,0.88,0.36,0.39,0.5,0.0,0.56,0.33,ME1,0.30806959840746834,0.5373631549733876,0.6136163234906445,0,0.4862240827597866,0.3865943827177023,0.3582112399784788,0.34297926321180466,0.3140414735763907,0.34297926321180466,0,0.34297926321180466,0.3140414735763907
30,30,0.53,0.54,0.43,0.1,0.5,0.0,0.57,0.32,NUC,0.2738750853846429,0.4243236180935165,0.19276900961194146,2,0.43242841011287897,0.3720276778067028,0.4689625256990168,0.35392561651445725,0.2921487669710856,0.35392561651445725,0,0.35392561651445725,0.2921487669710856
31,31,0.51,0.51,0.43,0.87,0.5,0.0,0.52,0.22,MIT,0.6543955912074177,0.3907177200915528,0.6867319463955157,1,0.3667568802071559,0.4774106623687436,0.3550869970611719,0.30095524069759966,0.3980895186048007,0.30095524069759966,1,0.3980895186048007,0.30095524069759966
32,32,0.38,0.61,0.61,0.12,0.5,0.0,0.53,0.47,CYT,0.4386249069190991,0.46926302621657,0.28219924145516057,2,0.4011632646542301,0.3890587532806357,0.4690897682673652,0.3455272325950591,0.30894553480988174,0.3455272325950591,0,0.3455272325950591,0.30894553480988174
33,33,0.33,0.55,0.51,0.43,0.5,0.0,0.51,0.22,NUC,0.4200098181304249,0.19728635386410265,0.2837844905287014,1,0.3751484012342464,0.4687385491837792,0.4298975875848596,0.31600555855439444,0.3679888828912112,0.31600555855439444,1,0.3679888828912112,0.31600555855439444
34,34,0.78,0.74,0.42,0.26,0.5,0.0,0.43,0.22,ME1,0.1520297400066854,0.4609014436027616,0.4680222676766087,0,0.5086149615674771,0.3734632350470779,0.3708133150565466,0.3509594679315234,0.29808106413695323,0.35095946793152333,0,0.3509594679315234,0.29808106413695323
35,35,0.74,0.67,0.47,0.34,0.5,0.0,0.42,0.22,EXC,0.13523708531227896,0.35139824835989675,0.4121289676109127,0,0.4931372524852632,0.3972740619381288,0.3738653312143465,0.3428848372273253,0.3142303255453493,0.3428848372273253,0,0.3428848372273253,0.3142303255453493
36,36,0.72,0.61,0.45,0.3,0.5,0.0,0.54,0.25,MIT,0.07505724343263376,0.3316357905562285,0.3462585784158049,0,0.4940401518085434,0.3822360102564782,0.3766873216849171,0.34746721863254104,0.3050655627349179,0.34746721863254104,0,0.34746721863254104,0.3050655627349179
37,37,0.4,0.45,0.57,0.18,0.5,0.0,0.56,0.26,CYT,0.3896749972609686,0.34481245759280216,0.10156994913507973,2,0.3724085857207308,0.3894962119745412,0.4967548517487107,0.3452734175809153,0.3094531648381693,0.3452734175809153,0,0.3452734175809153,0.3094531648381693
38,38,0.59,0.53,0.43,0.44,0.5,0.0,0.5,0.22,MIT,0.2466682663565019,0.1571172396321276,0.3127214142903815,1,0.42170126944712255,0.4612075680709261,0.394746593317036,0.3195101915038715,0.3609796169922571,0.31951019150387144,1,0.3609796169922571,0.31951019150387144
39,39,0.57,0.53,0.53,0.34,0.5,0.0,0.53,0.22,MIT,0.2127495168384488,0.1857806621815083,0.2218187120452359,1,0.4243947295390702,0.4359959013375729,0.42056321154637893,0.3298159204109754,0.3403681591780492,0.3298159204109754,1,0.3403681591780492,0.3298159204109754
40,40,0.86,0.68,0.39,0.24,0.5,0.0,0.54,0.22,ME2,0.18702801983303047,0.5045008633364928,0.4995793512612153,0,0.5077172155843366,0.36961125341134027,0.3714347832395129,0.35200907668056186,0.2959818466388763,0.35200907668056186,0,0.35200907668056186,0.2959818466388763
41,41,0.86,0.74,0.51,0.4,0.5,0.0,0.55,0.22,ME2,0.24546160190727126,0.4538704396732917,0.5541223390435255,0,0.4907608879937706,0.3984365173723413,0.3604294662386914,0.34057780509286795,0.3188443898142642,0.34057780509286795,0,0.34057780509286795,0.3188443898142642
42,42,0.79,0.57,0.41,0.28,0.5,0.0,0.59,0.22,ME2,0.16423972017181593,0.4046842675486461,0.4061828950302004,0,0.4919541991354779,0.3868128845284051,0.386233630261025,0.34710961809331964,0.3057807638133609,0.34710961809331964,0,0.34710961809331964,0.3057807638133609
43,43,0.41,0.54,0.39,0.2,0.5,0.0,0.51,0.22,ME3,0.3205229471577965,0.34610712317880665,0.1640015160196295,2,0.4054645347089492,0.3952226326423516,0.4741647524087614,0.34499272954119414,0.31001454091761166,0.34499272954119414,0,0.34499272954119414,0.31001454091761166
44,44,0.37,0.36,0.56,0.18,0.5,0.0,0.48,0.26,VAC,0.4603423689397066,0.3688577274072631,0.13332308808292934,2,0.3613765011205631,0.3959963506865549,0.5011671284107161,0.34267629280318374,0.31464741439363253,0.34267629280318374,0,0.34267629280318374,0.31464741439363253
45,45,0.53,0.31,0.58,0.39,0.5,0.0,0.47,0.37,NUC,0.4423373790614957,0.2462286987490667,0.2804775960545522,1,0.3753329644781065,0.4566522761617944,0.4412772312823422,0.3206762995722371,0.3586474008555258,0.3206762995722371,1,0.3586474008555258,0.3206762995722371
46,46,0.74,0.75,0.58,0.47,0.5,0.0,0.4,0.35,ME2,0.3039737293712573,0.3766846389032844,0.5217412128644243,0,0.4602766578584102,0.4279972752364164,0.37020623984427264,0.3299547007415872,0.34009059851682555,0.3299547007415872,1,0.34009059851682555,0.3299547007415872
47,47,0.49,0.39,0.52,0.29,0.5,0.0,0.48,0.22,EXC,0.3467807339846586,0.2362126483169635,0.1416129751001497,2,0.3808221785745689,0.42534501047047935,0.4675471981118444,0.3330296749572294,0.3339406500855411,0.3330296749572294,1,0.3339406500855411,0.3330296749572294
48,48,0.74,0.57,0.51,0.28,0.5,0.0,0.58,0.22,VAC,0.14035190873250064,0.3484148185900662,0.3485063691802371,0,0.4839210588934583,0.3930193636764371,0.3929833841687417,0.34525868339858423,0.3094826332028315,0.34525868339858423,0,0.34525868339858423,0.3094826332028315
49,49,0.42,0.24,0.34,0.16,0.5,0.0,0.5,0.22,ME3,0.5225320604281303,0.4714108398528782,0.2814706725740299,2,0.3760565011772555,0.39578083923004426,0.4785691856460987,0.3417391340401792,0.3165217319196417,0.3417391340401792,0,0.3417391340401792,0.3165217319196417
50,50,0.48,0.39,0.51,0.21,0.5,0.0,0.52,0.28,CYT,0.351789010061322,0.3083993202247852,0.07835568636318327,2,0.3737021719586913,0.390273914844446,0.4912201864644545,0.3445366979028448,0.3109266041943104,0.3445366979028448,0,0.3445366979028448,0.3109266041943104
51,51,0.41,0.53,0.45,0.14,0.5,0.0,0.52,0.66,ME3,0.5261972916993266,0.5484040512799009,0.3913564756929012,2,0.3949682336642415,0.3862939395070478,0.4519837177789282,0.3433832448412183,0.31323351031756363,0.34338324484121824,0,0.3433832448412183,0.31323351031756363
52,52,0.45,0.46,0.55,0.43,0.5,0.0,0.55,0.38,NUC,0.3924615338413824,0.16084563154061074,0.2596778192853125,1,0.3742130754430407,0.4717462607702965,0.4273524446906327,0.31475618625181223,0.3704876274963755,0.31475618625181223,1,0.3704876274963755,0.31475618625181223
53,53,0.56,0.48,0.58,0.27,0.5,0.0,0.51,0.22,CYT,0.2582608338189443,0.24549578393690544,0.1742791769403567,2,0.4131386035801266,0.41844614188844825,0.4493332401518034,0.33666161823554025,0.3266767635289195,0.33666161823554025,0,0.33666161823554025,0.3266767635289195
54,54,0.64,0.59,0.56,0.23,0.5,0.0,0.46,0.22,CYT,0.1534467939020854,0.32208381494940785,0.2624149360157374,0,0.4656715064980201,0.3934065056589162,0.417595107924578,0.34592512387438784,0.3081497522512244,0.34592512387438784,0,0.34592512387438784,0.3081497522512244
55,55,0.64,0.56,0.56,0.22,0.5,0.0,0.45,0.22,CYT,0.17410247552371727,0.3240436056492526,0.2486828009006266,0,0.4585967550569117,0.3947411227164664,0.4256387446572477,0.3456808686751904,0.30863826264961924,0.3456808686751904,0,0.3456808686751904,0.30863826264961924
56,56,0.66,0.62,0.49,0.1,0.5,0.0,0.49,0.22,CYT,0.17715220817195276,0.4498975303043273,0.30125266385686345,0,0.479922032323438,0.3653582342338922,0.4239108621550193,0.356066503315161,0.2878669933696781,0.356066503315161,0,0.356066503315161,0.2878669933696781
57,57,0.53,0.44,0.51,0.33,0.5,0.0,0.55,0.22,CYT,0.2911715131424746,0.19448862946100307,0.18128062742610648,2,0.3976241757340823,0.4379874078558219,0.4438107189254917,0.32883391707541715,0.34233216584916565,0.32883391707541715,1,0.34233216584916565,0.32883391707541715
58,58,0.38,0.49,0.53,0.19,0.5,0.0,0.5,0.22,CYT,0.37187146208367994,0.3321013658293169,0.10092643394524277,2,0.3760736810293616,0.3913315601712311,0.4931089347003955,0.34477304275792225,0.3104539144841555,0.34477304275792225,0,0.34477304275792225,0.3104539144841555
59,59,0.45,0.58,0.48,0.67,0.5,0.0,0.52,0.22,MIT,0.4843121383219221,0.21263782964811911,0.4955222312622246,1,0.3794264730511325,0.4978680787568892,0.3751968187268752,0.3012488986074744,0.3975022027850511,0.3012488986074744,1,0.3975022027850511,0.3012488986074744
60,60,0.43,0.35,0.52,0.52,0.5,0.0,0.54,0.22,MIT,0.4873959608659248,0.17592094795900756,0.34791790811811896,1,0.3593326622669528,0.4906463522868464,0.41311526581938746,0.30577603750138005,0.38844792499723996,0.30577603750138005,1,0.38844792499723996,0.30577603750138005
61,61,0.37,0.32,0.47,0.18,0.5,0.0,0.45,0.25,NUC,0.4783046838717175,0.39057717914897744,0.16737893386624567,2,0.3645450152481208,0.3979703667733773,0.4974901674341893,0.34207594683003684,0.3158481063399264,0.3420759468300368,0,0.34207594683003684,0.3158481063399264
62,62,0.48,0.43,0.51,0.32,0.5,0.0,0.52,0.43,NUC,0.3681116576956399,0.2545637243102748,0.19519417563076333,2,0.3862283725959807,0.432670629113077,0.4591359324888185,0.33072816809008787,0.33854366381982426,0.33072816809008787,1,0.33854366381982426,0.33072816809008787
63,63,0.41,0.46,0.59,0.19,0.5,0.0,0.58,0.27,NUC,0.3850405076500806,0.3395867493335873,0.1212937987857014,2,0.3776060271679727,0.3951656935314942,0.4915669297527944,0.34372632546266735,0.31254734907466536,0.34372632546266735,0,0.34372632546266735,0.31254734907466536
64,64,0.54,0.48,0.44,0.08,0.5,0.0,0.52,0.27,CYT,0.2971704933543585,0.4295099162604864,0.17222883789768895,2,0.42226771548264536,0.3699249276704063,0.4784640919958926,0.3544355381600979,0.2911289236798043,0.3544355381600979,0,0.3544355381600979,0.2911289236798043
65,65,0.6,0.47,0.45,0.22,0.5,0.0,0.51,0.29,CYT,0.21684228391408247,0.30785651026279776,0.1724099936237666,2,0.4323448704774301,0.3947329083143948,0.4519881087196516,0.3456948495896569,0.30861030082068625,0.3456948495896569,0,0.3456948495896569,0.30861030082068625
66,66,0.34,0.46,0.57,0.09,0.5,0.0,0.55,0.22,CYT,0.4575081712691121,0.4463581867863387,0.18073258348674007,2,0.3778675764276478,0.3821043702401388,0.4983583492756886,0.3481700824211488,0.3036598351577027,0.3481700824211488,0,0.3481700824211488,0.3036598351577027
67,67,0.48,0.54,0.55,0.12,0.5,0.0,0.51,0.22,CYT,0.29943215790720623,0.38353968469340616,0.14743092708091704,2,0.4122490476727754,0.3789939055381028,0.4799245395110279,0.3509268417781135,0.2981463164437729,0.3509268417781135,0,0.3509268417781135,0.2981463164437729
68,68,0.47,0.39,0.59,0.15,0.5,0.0,0.57,0.22,CYT,0.3965070445364723,0.3797578479347736,0.15283733419964396,2,0.38456838687341705,0.3910638433811423,0.4906795871084354,0.3455894361802983,0.30882112763940345,0.3455894361802983,0,0.3455894361802983,0.30882112763940345
69,69,0.81,0.85,0.47,0.37,0.5,0.0,0.56,0.22,EXC,0.2583708721971673,0.4996845510109664,0.5780661075384878,0,0.4943668595623835,0.3883722137068711,0.35909344134758153,0.34362939078515664,0.3127412184296867,0.34362939078515664,0,0.34362939078515664,0.3127412184296867
70,70,0.48,0.42,0.52,0.24,0.5,0.0,0.56,0.22,CYT,0.3323515644531336,0.2809716047501845,0.11295638096923825,2,0.38457938221052185,0.4048554877350346,0.4789256694674312,0.3404020484891439,0.31919590302171225,0.3404020484891439,0,0.3404020484891439,0.31919590302171225
71,71,0.58,0.51,0.49,0.27,0.5,0.0,0.57,0.29,CYT,0.20283443733692727,0.25902748648420554,0.18273744930473834,2,0.4318114402050869,0.4082158027193076,0.44057733859309256,0.34061598380525027,0.31876803238949936,0.3406159838052504,2,0.3406159838052504,0.31876803238949936
72,72,0.6,0.5,0.44,0.61,0.5,0.0,0.47,0.22,MIT,0.3980070567074986,0.1826384608503265,0.4560904321682652,1,0.3966481743279018,0.4919702626348276,0.3742658229691029,0.3052195762336197,0.38956084753276055,0.3052195762336197,1,0.38956084753276055,0.3052195762336197
73,73,0.45,0.55,0.54,0.66,0.5,0.0,0.47,0.22,MIT,0.4902844024351153,0.18608964614234733,0.4798988442077058,1,0.3720183302711838,0.5042831340652667,0.3759020808524564,0.2986417080502712,0.40271658389945764,0.2986417080502712,1,0.40271658389945764,0.2986417080502712
74,74,0.46,0.49,0.58,0.23,0.5,0.0,0.44,0.22,MIT,0.3249183681420449,0.2819121395764994,0.127926230783521,2,0.3899831758879057,0.4071207514339645,0.4748959544617535,0.3399682432111976,0.3200635135776047,0.3399682432111975,0,0.3399682432111976,0.3200635135776047
75,75,0.49,0.42,0.56,0.55,0.5,0.0,0.42,0.25,MIT,0.4483119335816367,0.1197789775386632,0.3722627139622997,1,0.3623532021900685,0.5032828755397757,0.3909847874379489,0.2997475254906842,0.40050494901863154,0.2997475254906842,1,0.40050494901863154,0.2997475254906842
76,76,0.63,0.53,0.54,0.4,0.5,0.0,0.5,0.22,MIT,0.22036402183766932,0.17304862608417124,0.2979146983296672,1,0.4302835460377679,0.4511319174023419,0.3981758429903561,0.3237203100961921,0.3525593798076158,0.3237203100961921,1,0.3525593798076158,0.3237203100961921
77,77,0.5,0.54,0.53,0.54,0.5,0.0,0.51,0.27,MIT,0.3679730122399079,0.06737329087221969,0.3601559278249521,1,0.3710536440739025,0.5011705020863748,0.3739655682825953,0.2989188579082317,0.40216228418353656,0.2989188579082317,1,0.40216228418353656,0.2989188579082317
78,78,0.63,0.57,0.59,0.4,0.5,0.0,0.38,0.22,MIT,0.2606762032529836,0.22256689571463814,0.3417227026032263,1,0.4325423151334593,0.4493443263085599,0.398869246706896,0.3245784655505272,0.35084306889894545,0.3245784655505272,1,0.35084306889894545,0.3245784655505272
79,79,0.43,0.57,0.51,0.49,0.5,0.0,0.48,0.22,MIT,0.3670570120099582,0.11371077660059115,0.32342074708859564,1,0.3794693960075068,0.48888152798465706,0.3963946141965346,0.3067273165933413,0.3865453668133175,0.3067273165933413,1,0.3865453668133175,0.3067273165933413
80,80,0.48,0.45,0.55,0.5,0.5,0.0,0.53,0.22,MIT,0.3958803620092596,0.08067086074868084,0.3170741001462037,1,0.3628081916524648,0.4972454653435837,0.3925565325498754,0.30151627797158626,0.3969674440568276,0.30151627797158626,1,0.3969674440568276,0.30151627797158626
81,81,0.5,0.58,0.46,0.46,0.5,0.0,0.46,0.22,MIT,0.2944510112240813,0.12733445049842965,0.3118035769131593,1,0.4019691766539892,0.4750841619607888,0.3950541503505145,0.3132688605004546,0.3734622789990907,0.3132688605004546,1,0.3734622789990907,0.3132688605004546
82,82,0.51,0.54,0.6,0.57,0.5,0.0,0.58,0.22,MIT,0.4131726902682298,0.15160560135485854,0.4136588929952663,1,0.3826322514893435,0.4970255523469673,0.382446259863699,0.3030964455934493,0.3938071088131015,0.3030964455934493,1,0.3938071088131015,0.3030964455934493
83,83,0.54,0.52,0.63,0.37,0.5,0.0,0.46,0.22,MIT,0.2989353724720336,0.1768037117252218,0.25625227266517026,1,0.4034129686659655,0.4558174653791289,0.4210046476683433,0.3219789974943223,0.3560420050113556,0.3219789974943223,1,0.3560420050113556,0.3219789974943223
84,84,0.67,0.62,0.4,0.43,0.5,0.83,0.5,0.22,MIT,0.8422930383153154,0.8632448721785496,0.909844544363936,0,0.3651521834239664,0.35758116585124977,0.3413002886078696,0.33196905007502203,0.3360618998499559,0.33196905007502203,1,0.3360618998499559,0.33196905007502203
85,85,0.28,0.58,0.21,0.13,0.5,0.0,0.51,0.22,ME3,0.5037870562161002,0.5422577560980049,0.3731787047906733,2,0.3992409603625503,0.3841735660575689,0.454943618877381,0.34488592112208544,0.3102281577558292,0.34488592112208544,0,0.34488592112208544,0.3102281577558292
86,86,0.39,0.44,0.35,0.16,0.5,0.0,0.55,0.22,ME3,0.4033023281285363,0.4075064579416249,0.18893968570448985,2,0.3917300556042994,0.3900866286096527,0.4853817095224111,0.34608304803027984,0.3078339039394403,0.34608304803027984,0,0.34608304803027984,0.3078339039394403
87,87,0.8,0.63,0.45,0.29,0.5,0.0,0.51,0.22,EXC,0.11981732984602694,0.4003654501281124,0.4211927439619956,0,0.5037057364159339,0.38048399789892895,0.3726414983852125,0.34863361603390153,0.302732767932197,0.34863361603390153,0,0.34863361603390153,0.302732767932197
88,88,0.5,0.52,0.59,0.3,0.5,0.0,0.51,0.35,NUC,0.2933953818070054,0.2257491743832465,0.1725507610326236,2,0.4001397748813067,0.428144232526036,0.4515375533537749,0.33273284118161905,0.33453431763676184,0.33273284118161905,1,0.33453431763676184,0.33273284118161905
89,89,0.42,0.47,0.52,0.41,0.5,0.0,0.53,0.32,CYT,0.3761557906410611,0.13934139036212762,0.21960335333434933,1,0.3699013033919582,0.4687411151434926,0.43258924840276747,0.3156350540446876,0.36872989191062483,0.3156350540446876,1,0.36872989191062483,0.3156350540446876
90,90,0.36,0.46,0.62,0.46,0.5,0.0,0.51,0.33,CYT,0.47284916148570394,0.1872105439710411,0.3006427087845599,1,0.36035834430327296,0.4794969601718394,0.4280779862769333,0.31091396382240394,0.37817207235519207,0.31091396382240394,1,0.37817207235519207,0.31091396382240394
91,91,0.46,0.38,0.47,0.22,0.5,0.0,0.52,0.27,MIT,0.3657709451449823,0.3094307606187052,0.09074527150487537,2,0.3730494737368933,0.39467049730532827,0.4911436847021813,0.3432433506581981,0.31351329868360367,0.3432433506581981,0,0.3432433506581981,0.31351329868360367
92,92,0.4,0.45,0.56,0.2,0.5,0.0,0.45,0.22,CYT,0.3858517007830668,0.3226847297793259,0.10722420843571892,2,0.37259318548640297,0.3968880059142524,0.4923129843361109,0.34272870585945286,0.31454258828109427,0.3427287058594529,2,0.3427287058594529,0.31454258828109427
93,93,0.33,0.43,0.64,0.16,0.5,0.0,0.52,0.52,NUC,0.5479663780156058,0.4744027654349885,0.2943119935566573,2,0.3704785455022689,0.3987597673671208,0.4774454538600738,0.34007180569406836,0.31985638861186333,0.34007180569406836,0,0.34007180569406836,0.31985638861186333
94,94,0.49,0.61,0.49,0.25,0.5,0.0,0.5,0.28,CYT,0.21430844672959387,0.2760788881457898,0.17467737582144394,2,0.4295063686750937,0.403778365837168,0.4468699623567188,0.34229313581212706,0.315413728375746,0.34229313581212706,0,0.34229313581212706,0.315413728375746
95,95,0.38,0.5,0.37,0.26,0.5,0.0,0.43,0.22,ME3,0.3704209389107031,0.3176456644849573,0.19491211912833284,2,0.39311623917916894,0.4144202752687805,0.4685365726467858,0.33761891091508694,0.32476217816982617,0.33761891091508694,0,0.33761891091508694,0.32476217816982617
