,mcg,gvh,alm,mit,erl,vac,nuc,distance_from_0,distance_from_1,distance_from_2,distance_from_3,closest,Probability_0,Probability_1,Probability_2,Probability_3
13,0.6,0.4,0.52,0.46,0.5,0.53,0.22,0.31313585978404257,0.35161411418941385,0.15614028243048583,0.42655555125937017,2,0.7311505718620356,0.7035515601649833,0.8554391788663184,0.6527536032836336
14,0.66,0.55,0.45,0.19,0.5,0.46,0.22,0.2479056562131031,0.15016857607114517,0.3627427584471885,0.4069137561902423,1,0.7804335688632295,0.8605628938850546,0.6957653902499323,0.6657016004680361
15,0.46,0.44,0.52,0.11,0.5,0.5,0.22,0.09619805966178038,0.3670138307528382,0.40152225832689004,0.33269259164040227,0,0.9082841038102126,0.6928000630316905,0.6693004220263449,0.7169905691761193
16,0.47,0.39,0.5,0.11,0.5,0.49,0.4,0.18888823155308881,0.417430745544925,0.4384119043565147,0.1862336479896116,3,0.827879032277585,0.658737110748004,0.6450600250931123,0.8300796258867645
17,0.58,0.47,0.54,0.11,0.5,0.51,0.26,0.16722076243610806,0.2854831014950539,0.402025279817822,0.33107514165412116,0,0.8460128228682531,0.7516510428498852,0.66896383419273,0.7181512039437089
18,0.5,0.34,0.55,0.21,0.5,0.49,0.22,0.13907972820980877,0.39556401643009387,0.33728768295741685,0.3370248498572418,0,0.8701586495011839,0.673300179771668,0.7137034900355756,0.7138910995903879
19,0.61,0.6,0.55,0.21,0.5,0.5,0.25,0.22544886375711515,0.15528102086904885,0.3261797559255069,0.369313814886122,1,0.7981578741992666,0.8561745407597248,0.7216754503330688,0.6912084649060172
20,0.45,0.4,0.5,0.16,0.5,0.5,0.22,0.07319795608281113,0.37942636881900726,0.3646351318703543,0.32098965798356716,0,0.929416828099654,0.6842538059749069,0.6944499873259784,0.7254307533681185
21,0.43,0.44,0.48,0.22,0.5,0.51,0.22,0.050172331105893836,0.3534004889457023,0.30535135772257216,0.3123649476692405,0,0.9510655122060302,0.7022958753139388,0.7368644258959877,0.7317144420148685
22,0.73,0.63,0.42,0.3,0.5,0.49,0.22,0.36252186889015603,0.07696615908977453,0.3466622935663254,0.48247299806905336,1,0.6959190945339938,0.9259211870920838,0.7070440612730263,0.6172550322670546
23,0.43,0.53,0.52,0.13,0.5,0.55,0.22,0.1185437214625382,0.33766764994435816,0.38708341389173095,0.34011791170966094,0,0.8882129808372855,0.7134323577848116,0.6790344516580197,0.7116864016547048
24,0.46,0.53,0.52,0.15,0.5,0.58,0.22,0.12551134673681533,0.31172129612303795,0.3693111319297319,0.3415583966325306,0,0.8820457560291989,0.7321855627493797,0.6912103193906728,0.7106619661424064
25,0.51,0.51,0.52,0.51,0.5,0.54,0.22,0.3278188595813538,0.35655032950639587,0.061397913351012634,0.43537139251597157,2,0.7204935183832037,0.7000872355379262,0.9404489481207219,0.647024322458688
26,0.59,0.45,0.53,0.19,0.5,0.59,0.27,0.17538010977716909,0.2727727058657485,0.3447017313501505,0.3188471847124795,0,0.8391379955842369,0.7612657992166981,0.7084316249026813,0.7269866354900145
27,0.57,0.47,0.6,0.18,0.5,0.51,0.22,0.1620848546186074,0.28753428240485657,0.34022724422573564,0.3552146056793879,0,0.8503690437378058,0.7501108507263086,0.7116085954432076,0.7010229835507499
28,0.63,0.67,0.57,0.24,0.5,0.49,0.22,0.29628829597880363,0.1436829987778171,0.3384516740934097,0.436656710419787,1,0.7435730280024132,0.8661622790446429,0.7128732288015472,0.6461932247396343
29,0.8,0.88,0.36,0.39,0.5,0.56,0.33,0.6134215744019534,0.30350349150409756,0.5305799486553548,0.6464419063691532,1,0.541494930576073,0.7382273116036157,0.5882637079843503,0.5239065729947894
30,0.53,0.54,0.43,0.1,0.5,0.57,0.32,0.20051283849624155,0.2797719434998267,0.4309194269273021,0.29916954405146745,0,0.8183109840757986,0.7559561225062521,0.6499112740135159,0.7414336931058602
31,0.51,0.51,0.43,0.87,0.5,0.52,0.22,0.6827017427751745,0.6566051411496585,0.38313605047766397,0.7274964104372432,2,0.5052500909062212,0.5186089535651867,0.6817201446251663,0.48311700396247015
32,0.38,0.61,0.61,0.12,0.5,0.53,0.47,0.30813596233347357,0.44523795112646647,0.48034471819899704,0.2380235153629589,3,0.7348154039999516,0.6406718093145028,0.6185701226707362,0.7881841564393296
33,0.33,0.55,0.51,0.43,0.5,0.51,0.22,0.2770544196154505,0.42618447875877385,0.19911558122916515,0.40128567612829213,2,0.7580132451987518,0.6529958671414252,0.8194551742228731,0.6694587853239402
34,0.78,0.74,0.42,0.26,0.5,0.43,0.22,0.4597355001747722,0.14603659882288847,0.45394253095619636,0.5646751027303387,1,0.6314506420051305,0.8641260766086675,0.6351192318921051,0.5685448354182024
35,0.74,0.67,0.47,0.34,0.5,0.42,0.22,0.4033810782443779,0.1325333693560178,0.3435026543008913,0.5130609932109726,1,0.6680574686422416,0.8758737062770175,0.709281598495145,0.5986602762796149
36,0.72,0.61,0.45,0.3,0.5,0.54,0.25,0.3400983675533794,0.0744196371843859,0.327824439948769,0.4460236970276189,1,0.7117003111008858,0.9282820704224195,0.7204894977758691,0.6401686017888653
37,0.4,0.45,0.57,0.18,0.5,0.56,0.26,0.1007457608496787,0.3965154653764637,0.35361868495894544,0.2892440808559185,0,0.9041628772685746,0.6726598736826139,0.70214265387059,0.748829408172041
38,0.59,0.53,0.43,0.44,0.5,0.5,0.22,0.3037423144035166,0.2506134932088969,0.15021538452186492,0.42529195786106305,2,0.7380510270678581,0.7783231406100911,0.8605226132119903,0.6535789397625114
39,0.57,0.53,0.53,0.34,0.5,0.53,0.22,0.2100439798288742,0.21814406506548215,0.18418101134571135,0.37019090342261496,2,0.810548597397676,0.8040096036264579,0.8317852276356862,0.6906024796753187
40,0.86,0.68,0.39,0.24,0.5,0.54,0.22,0.4917161958772746,0.17989898475949265,0.4987631319043657,0.5915031928900081,1,0.61157590896944,0.8353545906942914,0.6072813222742429,0.55349464986355
41,0.86,0.74,0.51,0.4,0.5,0.55,0.22,0.5467046990302639,0.2392740071854811,0.4441628396586169,0.6316751753861111,1,0.5788541696453011,0.7871991545937935,0.6413609733215067,0.5317003631968084
42,0.79,0.57,0.41,0.28,0.5,0.59,0.22,0.3977909020976352,0.16112338801915574,0.40070520554024713,0.5096727430193339,1,0.6718024854672965,0.8511870383447997,0.6698474992663198,0.6006921273414764
43,0.41,0.54,0.39,0.2,0.5,0.51,0.22,0.15107868433987676,0.3270618317978204,0.34989187703145963,0.348560013132071,0,0.8597800447723276,0.7210391585007815,0.7047642868061222,0.7057035622719946
44,0.37,0.36,0.56,0.18,0.5,0.48,0.26,0.1347316365898814,0.4674110236262633,0.3796758319636687,0.2991811500285528,0,0.8739504165344226,0.6266224808298225,0.6840831311581452,0.7414250880933425
45,0.53,0.31,0.58,0.39,0.5,0.47,0.37,0.2938371406577241,0.4484771573441896,0.26217408335368697,0.29319537376819943,2,0.7453978765665812,0.638599898690758,0.7693770763072143,0.7458764017776778
46,0.74,0.75,0.58,0.47,0.5,0.4,0.35,0.5239628970930567,0.30327180819362803,0.3706750003233275,0.5441337912265969,1,0.5921691863981063,0.7383983663655487,0.6902682420635069,0.5803442649753432
47,0.49,0.39,0.52,0.29,0.5,0.48,0.22,0.12731469028780176,0.35316870964330815,0.24359690405056095,0.3276531439718375,0,0.8804565578691943,0.7024586718276957,0.7838035186162439,0.7206129252992769
48,0.74,0.57,0.51,0.28,0.5,0.58,0.22,0.33935571179547297,0.13951216691563523,0.3447017313501503,0.46397249017966413,1,0.7122290557481552,0.8697824405704443,0.7084316249026814,0.6287808518774388
49,0.42,0.24,0.34,0.16,0.5,0.5,0.22,0.2767369951840821,0.5284876081459932,0.4805598516217823,0.4131900618348341,0,0.7582538953141711,0.5894958445458607,0.6184370618764387,0.6615365380303556
50,0.48,0.39,0.51,0.21,0.5,0.52,0.28,0.08426048536862306,0.358685027657027,0.3188120642875473,0.26141373014856195,0,0.9191917888956621,0.698594354602942,0.7270121680179269,0.7699622970921892
51,0.41,0.53,0.45,0.14,0.5,0.52,0.66,0.42771573444451205,0.5327885553552147,0.5639222989260522,0.18951231117783068,3,0.6519967286705606,0.5869658985205036,0.5689729992746823,0.8273625310275063
52,0.45,0.46,0.55,0.43,0.5,0.55,0.38,0.2750295143305706,0.3991002831643247,0.17882658488417658,0.26308463885045436,2,0.7595497052930582,0.6709234156565494,0.8362509053711706,0.7686768346341297
53,0.56,0.48,0.58,0.27,0.5,0.51,0.22,0.16047847298139306,0.2639016473993764,0.24815952357709295,0.3477621704542835,0,0.8517361587147367,0.7680490755660572,0.7802354673971453,0.7062668273604261
54,0.64,0.59,0.56,0.23,0.5,0.46,0.22,0.25125173093955955,0.15735777961210803,0.31997498258167656,0.4062784000044616,1,0.7778265439053401,0.8543983178282618,0.7261672036751563,0.6661246924906117
55,0.64,0.56,0.56,0.22,0.5,0.45,0.22,0.2371987935281595,0.1782378107508738,0.32300056908526453,0.39759649350002907,1,0.7888344572447654,0.8367434132469255,0.7239734423651801,0.6719331023424748
56,0.66,0.62,0.49,0.1,0.5,0.49,0.22,0.29132796700323194,0.1790025295549241,0.44921027574075534,0.44175744284639423,1,0.7472705577391814,0.8361037844239156,0.6381319009268288,0.6429055578868745
57,0.53,0.44,0.51,0.33,0.5,0.55,0.22,0.16885047571026443,0.2970041595743276,0.1989234629197696,0.3450236295920206,0,0.8446351874210185,0.7430409216215699,0.8196126216893564,0.7082036187075054
58,0.38,0.49,0.53,0.19,0.5,0.5,0.22,0.08218312894196371,0.3787621234584732,0.33826913291766214,0.32170712090893866,0,0.9211032625843335,0.6847084693782644,0.7130033693965389,0.7249104703618545
59,0.45,0.58,0.48,0.67,0.5,0.52,0.22,0.49033967951552604,0.48771489482128794,0.20275196478960028,0.5610218103100078,2,0.612418332886722,0.614027910626764,0.8164807322823596,0.5706256946353006
60,0.43,0.35,0.52,0.52,0.5,0.54,0.22,0.3428294514541983,0.49281124183587266,0.18256792791088367,0.44014003387705625,2,0.7097592496463769,0.6109065717863207,0.8331280493582853,0.6439462404804487
61,0.37,0.32,0.47,0.18,0.5,0.45,0.25,0.16636135543147187,0.48529897382217746,0.40125218654760847,0.3231136272087003,0,0.8467402047280016,0.615513146934476,0.6694812055933663,0.7238915959131593
62,0.48,0.43,0.51,0.32,0.5,0.52,0.43,0.22395752332015748,0.3754329189103618,0.2718841008004336,0.1474257797415614,3,0.7993490873435207,0.6869918026614616,0.7619425645059329,0.8629264825712055
63,0.41,0.46,0.59,0.19,0.5,0.58,0.27,0.12340242579616013,0.3917563847690951,0.3484201408072747,0.28765029787180935,0,0.8839078836445076,0.6758687458269729,0.7058022775734751,0.7500238313135916
64,0.54,0.48,0.44,0.08,0.5,0.52,0.27,0.17060730109325165,0.3028294465586256,0.43562082374834465,0.3266767421561271,0,0.8431526135773958,0.7387250777311365,0.6468629545105016,0.7213168766817408
65,0.6,0.47,0.45,0.22,0.5,0.51,0.29,0.17361300609015445,0.22317347140886748,0.3138510424916608,0.29959634784743044,0,0.8406221503716377,0.7999760642823551,0.7306278525585583,0.7411173139119108
66,0.34,0.46,0.57,0.09,0.5,0.55,0.22,0.1729499748520813,0.46390890356238346,0.45354805502574935,0.36064706428425536,0,0.8411796939307232,0.6288208351960091,0.6353698205644008,0.6972250306627763
67,0.48,0.54,0.55,0.12,0.5,0.51,0.22,0.1323976103084157,0.3053292707194579,0.3872505404447913,0.34780609936375423,0,0.8759926221289702,0.7368807012025929,0.6789209764533289,0.7062358025103538
68,0.47,0.39,0.59,0.15,0.5,0.57,0.22,0.14162093062184566,0.4023894480548686,0.3870920975674299,0.3427254723846716,0,0.8679502074797689,0.6687202631656917,0.6790285551686548,0.7098330535897094
69,0.81,0.85,0.47,0.37,0.5,0.56,0.22,0.5707679919030118,0.2520809475898294,0.48968000825697133,0.6552869807947309,1,0.565091286475704,0.7771818245270761,0.612822460940315,0.5192930140791628
70,0.48,0.42,0.52,0.24,0.5,0.56,0.22,0.09486743063114944,0.33868333047359234,0.28766219024514095,0.3207472602795725,0,0.9094934974555067,0.7127081062964133,0.7500149118032192,0.7256066174308035
71,0.58,0.51,0.49,0.27,0.5,0.57,0.29,0.18382293261936486,0.20928939417609688,0.26422543767608564,0.3011222979292386,0,0.832083125562864,0.8111604565611915,0.767800429000196,0.7399872683019911
72,0.6,0.5,0.44,0.61,0.5,0.47,0.22,0.44976865061916643,0.40056737813711335,0.1721537994196315,0.5303611709425177,2,0.6377756835649069,0.6699398289702749,0.841849687218012,0.5883924210521901
73,0.45,0.55,0.54,0.66,0.5,0.47,0.22,0.4747409884874107,0.4940419140451936,0.1765637159233606,0.5472706769650103,2,0.6220461527161429,0.6101552084817324,0.8381453742474003,0.5785266436528314
74,0.46,0.49,0.58,0.23,0.5,0.44,0.22,0.1110638576862167,0.33147980648721365,0.28658661629219206,0.3294160228160783,0,0.8948816020358723,0.7178606521986315,0.7508220422931325,0.7193436911001436
75,0.49,0.42,0.56,0.55,0.5,0.42,0.25,0.3694162319078267,0.4532777803585475,0.12284425980573879,0.4443702466277001,2,0.6911376770186687,0.6355415681396679,0.8844013886798741,0.6412279643799094
76,0.63,0.53,0.54,0.4,0.5,0.5,0.22,0.28836908662501975,0.2239643309303746,0.16702525215156966,0.41723417948726044,2,0.7494849163252228,0.7993436457050289,0.8461782432461409,0.658866608831948
77,0.5,0.54,0.53,0.54,0.5,0.51,0.27,0.3585258003148563,0.3725517469262306,0.06103413756851524,0.42597231845269345,2,0.6987055987816033,0.6889739983487495,0.9407911229064002,0.6531344216418301
78,0.63,0.57,0.59,0.4,0.5,0.38,0.22,0.3330129880617276,0.2637327227807015,0.21577288768048708,0.4508768302851269,2,0.7167608847606284,0.7681788289222303,0.8059183150682905,0.6370693049904124
79,0.43,0.57,0.51,0.49,0.5,0.48,0.22,0.3161248777831216,0.37223943294892087,0.10648686145726216,0.42836371420034913,2,0.7289684125241309,0.6891892081632041,0.8989868594609134,0.6515743848394141
80,0.48,0.45,0.55,0.5,0.5,0.53,0.22,0.3102277127416399,0.4009100424145054,0.08137963467802653,0.42042924425079686,2,0.7332799600213432,0.6697103038501602,0.9218436611854947,0.6567648467671311
81,0.5,0.58,0.46,0.46,0.5,0.46,0.22,0.30330515698969124,0.2992609613336929,0.11791589182706066,0.42324595486570815,2,0.7383737420796127,0.7413659163507166,0.8887708023593893,0.6549175331470433
82,0.51,0.54,0.6,0.57,0.5,0.58,0.22,0.40766039354439854,0.4166697069832365,0.142472015471214,0.49501226076753396,2,0.665204748293683,0.6592386259032791,0.8672118224668961,0.6095634335349366
83,0.54,0.52,0.63,0.37,0.5,0.46,0.22,0.24664396087911705,0.3039496403155151,0.1755135262066874,0.38888147934409517,2,0.7814188596932666,0.7378980258266787,0.8390260482569653,0.6778146002844865
84,0.67,0.62,0.4,0.43,0.5,0.5,0.22,0.38004660584577626,0.18699536867500785,0.2520253213218621,0.48725811603658126,1,0.6838295380156836,0.8294475778178053,0.7772250574539386,0.6143084496168078
85,0.28,0.58,0.21,0.13,0.5,0.51,0.22,0.36840185429345473,0.5091423804380032,0.5460337874538256,0.487555893638151,0,0.6918391073041298,0.6010107964663383,0.5792426599155233,0.6141255495531794
86,0.39,0.44,0.35,0.16,0.5,0.55,0.22,0.17977541504500624,0.409586066861132,0.41396316512847653,0.3610242750828176,0,0.8354578216005338,0.6639250138304448,0.6610252995994603,0.696962079449319
87,0.8,0.63,0.45,0.29,0.5,0.51,0.22,0.4125877397037846,0.11392162863617841,0.3944562766442265,0.5226318807292851,1,0.6619351161518708,0.8923278860955188,0.6740464344203051,0.5929578980529425
88,0.5,0.52,0.59,0.3,0.5,0.51,0.35,0.18775808413937636,0.3004475281663413,0.23643526923233732,0.23501105051835489,0,0.8288151865212883,0.7404867578368357,0.78943698150994,0.7905621134593206
89,0.42,0.47,0.52,0.41,0.5,0.53,0.32,0.22795771633291595,0.3830378474035997,0.1549381754689273,0.28365114426618904,2,0.7961579236003228,0.6817870949263289,0.8564681265871249,0.7530292974777225
90,0.36,0.46,0.62,0.46,0.5,0.51,0.33,0.30882394092587284,0.4794228336376445,0.200698250608898,0.337230838314329,2,0.7343100405921703,0.6191406358501812,0.8181592733723668,0.7137440614088589
91,0.46,0.38,0.47,0.22,0.5,0.52,0.27,0.09244761018773145,0.37269954261485516,0.3197674410706953,0.2729284083564093,0,0.9116969733465992,0.6888721784866728,0.7263179291541879,0.7611472774630108
92,0.4,0.45,0.56,0.2,0.5,0.45,0.22,0.08999098071502606,0.39270414215821675,0.32956674829081983,0.3222829579373565,0,0.9139394283142078,0.6752284896807113,0.7192352758514754,0.7244931602335757
93,0.33,0.43,0.64,0.16,0.5,0.52,0.52,0.32704832091444536,0.5553278374404952,0.4906195255897478,0.18140937277992952,3,0.7210489004425719,0.5738840896621885,0.6122469739986566,0.8340938334836611
94,0.49,0.61,0.49,0.25,0.5,0.5,0.28,0.17373917678382014,0.2215881898407873,0.2790830536286324,0.30818180867642725,0,0.8405160951824836,0.8012452573403452,0.7564770724400782,0.7347817161731699
95,0.38,0.5,0.37,0.26,0.5,0.43,0.22,0.18468433601912992,0.3771266554921753,0.3221826136478625,0.35864277256092186,0,0.831366674950415,0.6858292043594579,0.7245658626325568,0.6986238743982107
96,0.69,0.7,0.52,0.36,0.5,0.46,0.22,0.38679733461185667,0.1399710883970743,0.30749591440749874,0.49829255627945973,1,0.6792287371341594,0.8693833703022513,0.7352858716201073,0.6075671613111328
97,0.61,0.72,0.39,0.33,0.5,0.58,0.22,0.3691073898337811,0.16079924857002562,0.3406949737058007,0.4852587219196312,1,0.6913511623772237,0.8514629863629187,0.7112758329523311,0.6155379230083211
98,0.78,0.75,0.4,0.28,0.5,0.53,0.22,0.46906178454853215,0.13739509755969606,0.4526067797118923,0.5710853939640499,1,0.6255889302326252,0.8716257808728585,0.6359681600485834,0.5649119537984881
99,0.64,0.57,0.57,0.27,0.5,0.37,0.22,0.2804235362106747,0.21596066085363053,0.30481148255653406,0.4224297107595625,1,0.7554637074515586,0.8057669994359286,0.73726234810476,0.6554523239537157
100,0.36,0.58,0.35,0.24,0.5,0.44,0.22,0.23057003547504268,0.37231923900329056,0.3615930526111249,0.3877655713316811,0,0.7940808192273192,0.6891342088864532,0.6965657757954361,0.6785714012094493
101,0.36,0.43,0.39,0.12,0.5,0.49,0.22,0.16764303668231098,0.440169458236113,0.4392267340815286,0.3572964447364348,0,0.8456556488591986,0.6439272930538149,0.644534625095086,0.6995650846057399
102,0.47,0.52,0.5,0.4,0.5,0.41,0.22,0.23365414695076964,0.32447597632220787,0.14007485237565018,0.3782741135431446,2,0.79163555812722,0.7229060743038638,0.8692931643049885,0.685042695446615
103,0.48,0.23,0.57,0.27,0.5,0.48,0.47,0.33241878813036746,0.5453644106188723,0.42518799349732217,0.23944014440905625,3,0.7171869105888788,0.5796305213321289,0.6536468922133937,0.787068382375216
104,0.47,0.39,0.55,0.24,0.5,0.47,0.22,0.10136035420341186,0.37253910378365773,0.2910282372146997,0.32196389459269553,0,0.9036073555009924,0.6889827092003058,0.7474945705554088,0.7247243563256017
105,0.44,0.59,0.36,0.16,0.5,0.52,0.22,0.20577985804171783,0.30346886967599174,0.3991260910250892,0.38085565139442784,0,0.8140122548116809,0.738252870825152,0.6709061007818854,0.6832765125134914
106,0.42,0.35,0.54,0.18,0.5,0.56,0.22,0.13239303819168968,0.43876542023370346,0.3757132684193887,0.33428351985031884,0,0.8759966272786457,0.6448320264354493,0.6867992318417087,0.7158507955427881
107,0.3,0.56,0.55,0.18,0.5,0.5,0.22,0.18649130314844112,0.4323359450186599,0.3879876410998314,0.3635143654186732,0,0.8298657791394575,0.6489913146594593,0.678420727746339,0.695228739892502
108,0.65,0.65,0.52,0.16,0.5,0.6,0.22,0.3054077952578178,0.1622103432033048,0.4161386601075745,0.4471619449112948,1,0.7368228402574863,0.8502623388253008,0.6595888054885385,0.6394403457792421
109,0.27,0.6,0.48,0.23,0.5,0.55,0.22,0.23735747368611051,0.4385192720552581,0.3817902845947202,0.3891688786220742,0,0.7887092947991535,0.6449907702006025,0.682638197941378,0.6776198248482617
110,0.45,0.41,0.5,0.46,0.5,0.5,0.27,0.2668229797413308,0.40955598943931,0.12318240720383249,0.35300444517057444,2,0.7658086231078802,0.6639449832834573,0.8841023812085699,0.7025740703087165
111,0.44,0.52,0.41,0.23,0.5,0.51,0.22,0.1243883781538187,0.30151288783249475,0.306895470501405,0.33538481128923897,0,0.8830368220658473,0.7396982931855095,0.7357275021148596,0.7150628691380506
112,0.3,0.32,0.57,0.19,0.5,0.48,0.55,0.3662602362111166,0.62114482296346,0.5161598243451931,0.19740940110217278,3,0.6933223501493387,0.5373289388352311,0.5968080006036709,0.8208545057724733
113,0.4,0.44,0.49,0.47,0.5,0.49,0.27,0.27734529112346096,0.4295758185092954,0.13491032651666562,0.36014221647560674,2,0.7577927928062432,0.6507850871721391,0.8737942643503057,0.6975771120579238
114,0.45,0.51,0.5,0.16,0.5,0.52,1.0,0.7546660816346915,0.8125460208639538,0.8291799874954886,0.47908294860443384,3,0.4701675861130416,0.4437268889163962,0.43640699883322437,0.6193511082519426
115,0.45,0.45,0.5,0.6,0.5,0.49,0.22,0.4032625108277583,0.47473473119980525,0.13082141101128858,0.48753025487788565,2,0.668136683186491,0.622050045050002,0.8773744498160881,0.6141412951727655
116,0.59,0.67,0.56,0.41,0.5,0.47,0.22,0.34242451860839734,0.2202745811352459,0.21302532196307536,0.45863586921697197,2,0.7100467126768534,0.802298471689981,0.808135673375716,0.6321453865907227
117,0.47,0.47,0.57,0.48,0.5,0.48,0.22,0.2927961944371551,0.3910334039162969,0.073769727337313,0.40968609186270977,2,0.7461741996542053,0.6763575626705276,0.9288855661685201,0.6638586080510633
118,0.35,0.52,0.48,0.22,0.5,0.26,0.22,0.26888357445193994,0.4564265975163971,0.3987385018273115,0.4115835604091521,0,0.764232226624681,0.6335435113540299,0.671166187139347,0.6626001515414011
119,0.47,0.41,0.66,0.26,0.5,0.53,0.22,0.17885924193631428,0.40025972519858505,0.29777881854198746,0.3518240950613542,0,0.8362235963276725,0.6701459696355595,0.7424655411988732,0.7034038433043253
120,0.64,0.62,0.29,0.28,0.5,0.51,0.22,0.34672640489960405,0.1813752410083298,0.3736015352286484,0.4704515259941083,1,0.7069987331886088,0.8341223030697342,0.6882511010155844,0.6247201272140013
121,0.55,0.53,0.55,0.46,0.5,0.52,0.22,0.29796862510928834,0.2995719527299306,0.08256368806798708,0.4180622288596209,2,0.7423246297365426,0.7411353937763941,0.9207527950227913,0.6583212605688396
122,0.67,0.62,0.54,0.43,0.5,0.53,0.22,0.36777266092104804,0.20049003320152453,0.22060068392244778,0.47673621226833923,1,0.6922745448580636,0.8183296461117564,0.8020368825769828,0.6208062687736954
123,0.59,0.6,0.49,0.43,0.5,0.53,0.31,0.31826112575137366,0.22305654984250364,0.16985398444771932,0.3752549866115729,2,0.7274128173940113,0.8000696042051552,0.843788013774652,0.6871140515678502
124,0.54,0.55,0.34,0.31,0.5,0.54,0.22,0.24692309700640355,0.23362429536365217,0.2822344032638602,0.3955037919177213,1,0.7812007678990488,0.7916591900577722,0.7540969010397139,0.6733407301677268
125,0.58,0.62,0.54,0.17,0.5,0.48,0.22,0.2213809265148649,0.18406605168841705,0.3613722067772858,0.39214994932376274,1,0.8014113433084316,0.8318808548769299,0.6967196264330263,0.67560280018183
126,0.4,0.38,0.53,0.16,0.5,0.52,0.27,0.10202465566263348,0.43066752174120765,0.3811426291611299,0.2795649884277886,0,0.9030072871513771,0.65007501065613,0.6830804554792408,0.7561125876501122
127,0.46,0.71,0.48,0.53,0.5,0.53,0.22,0.4219728527695341,0.36625882757343564,0.22401783294671912,0.5130542255066076,2,0.6557518409981645,0.6933233267900141,0.7993008803522581,0.5986643278490897
128,0.53,0.51,0.55,0.05,0.5,0.45,0.25,0.19176464552542122,0.33078171543817364,0.4552632883805281,0.35732754112091425,0,0.8255011310154629,0.7183619592530146,0.6342809471584993,0.6995433309991316
129,0.41,0.4,0.59,0.47,0.5,0.48,0.43,0.3441247786673623,0.498025688841933,0.24037776201167405,0.28221529307165205,2,0.7088404743612956,0.6077293228394507,0.7863307590637764,0.7541113121141351
130,0.5,0.64,0.57,0.15,0.5,0.47,0.22,0.2134016523598327,0.26276102234240145,0.38148311578548894,0.38766347731443385,0,0.8078316045758756,0.7689256314023746,0.682847915311444,0.678640682826347
131,0.4,0.62,0.52,0.31,0.5,0.49,0.31,0.2139761337416412,0.32002018698797025,0.25577850758093257,0.29807190496993724,0,0.807367653637758,0.726134378459772,0.7743134543602933,0.742247966511179
132,0.6,0.5,0.57,0.25,0.5,0.41,0.26,0.20343377681574784,0.24539206976979103,0.2839634659288866,0.3420724005222786,0,0.8159242356345834,0.7823977236040478,0.752794146838705,0.7102967769898759
