,mcg,gvh,alm,mit,erl,vac,nuc,distance_from_0,distance_from_1,distance_from_2,distance_from_3,closest,Probability_0,Probability_1,Probability_2,Probability_3
27,0.57,0.47,0.6,0.18,0.5,0.51,0.22,0.1620848546186074,0.28753428240485657,0.34022724422573564,0.3552146056793879,0,0.28222289524584326,0.24894892118459372,0.23617068326599697,0.2326575003035661
28,0.63,0.67,0.57,0.24,0.5,0.49,0.22,0.29628829597880363,0.1436829987778171,0.3384516740934097,0.436656710419787,1,0.2504623373219375,0.2917548387848644,0.2401215326213963,0.21766129127180175
29,0.8,0.88,0.36,0.39,0.5,0.56,0.33,0.6134215744019534,0.30350349150409756,0.5305799486553548,0.6464419063691532,1,0.22638765134018363,0.3086373256557043,0.24594069436174576,0.2190343286423662
30,0.53,0.54,0.43,0.1,0.5,0.57,0.32,0.20051283849624155,0.2797719434998267,0.4309194269273021,0.29916954405146745,0,0.2759332521378806,0.25490728514695166,0.2191491192583228,0.2500103434568451
31,0.51,0.51,0.43,0.87,0.5,0.52,0.22,0.6827017427751745,0.6566051411496585,0.38313605047766397,0.7274964104372432,2,0.23084523677087196,0.23694880779243724,0.3114731714648601,0.2207327839718306
32,0.38,0.61,0.61,0.12,0.5,0.53,0.47,0.30813596233347357,0.44523795112646647,0.48034471819899704,0.2380235153629589,3,0.26410913862103813,0.23027181898441323,0.22232797704835375,0.2832910653461949
33,0.33,0.55,0.51,0.43,0.5,0.51,0.22,0.2770544196154505,0.42618447875877385,0.19911558122916515,0.40128567612829213,2,0.2613908115519457,0.22517696192420664,0.2825782456669275,0.2308539808569201
34,0.78,0.74,0.42,0.26,0.5,0.43,0.22,0.4597355001747722,0.14603659882288847,0.45394253095619636,0.5646751027303387,1,0.23393638881643847,0.3201367144105402,0.23529550798287424,0.2106313887901471
35,0.74,0.67,0.47,0.34,0.5,0.42,0.22,0.4033810782443779,0.1325333693560178,0.3435026543008913,0.5130609932109726,1,0.2342521763771772,0.30712226351414595,0.24870728329623396,0.20991827681244293
36,0.72,0.61,0.45,0.3,0.5,0.54,0.25,0.3400983675533794,0.0744196371843859,0.327824439948769,0.4460236970276189,1,0.23718280000102565,0.30936131011797263,0.2401119035475446,0.21334398633345725
37,0.4,0.45,0.57,0.18,0.5,0.56,0.26,0.1007457608496787,0.3965154653764637,0.35361868495894544,0.2892440808559185,0,0.29862092153284236,0.22216164411005843,0.23189902131324616,0.24731841304385294
38,0.59,0.53,0.43,0.44,0.5,0.5,0.22,0.3037423144035166,0.2506134932088969,0.15021538452186492,0.42529195786106305,2,0.2435429599511717,0.25683200010674256,0.2839562803118986,0.21566875963018706
39,0.57,0.53,0.53,0.34,0.5,0.53,0.22,0.2100439798288742,0.21814406506548215,0.18418101134571135,0.37019090342261496,2,0.2583878144803127,0.2563033049088077,0.26515765714211403,0.2201512234687655
40,0.86,0.68,0.39,0.24,0.5,0.54,0.22,0.4917161958772746,0.17989898475949265,0.4987631319043657,0.5915031928900081,1,0.23452636083958295,0.3203407284245415,0.23287947813187151,0.21225343260400403
41,0.86,0.74,0.51,0.4,0.5,0.55,0.22,0.5467046990302639,0.2392740071854811,0.4441628396586169,0.6316751753861111,1,0.22797480499467904,0.310028990324909,0.2525923634855429,0.20940384119486902
42,0.79,0.57,0.41,0.28,0.5,0.59,0.22,0.3977909020976352,0.16112338801915574,0.40070520554024713,0.5096727430193339,1,0.24048522470807887,0.3046995368624876,0.23978539803876245,0.21502984039067105
43,0.41,0.54,0.39,0.2,0.5,0.51,0.22,0.15107868433987676,0.3270618317978204,0.34989187703145963,0.348560013132071,0,0.287428130341593,0.2410464612328084,0.235605702318726,0.23591970610687266
44,0.37,0.36,0.56,0.18,0.5,0.48,0.26,0.1347316365898814,0.4674110236262633,0.3796758319636687,0.2991811500285528,0,0.29867607277587105,0.21415075517611282,0.23378816372300262,0.2533850083250136
45,0.53,0.31,0.58,0.39,0.5,0.47,0.37,0.2938371406577241,0.4484771573441896,0.26217408335368697,0.29319537376819943,2,0.25710013083802,0.2202637311804507,0.26537095583567766,0.25726518214585165
46,0.74,0.75,0.58,0.47,0.5,0.4,0.35,0.5239628970930567,0.30327180819362803,0.3706750003233275,0.5441337912265969,1,0.22765405423070434,0.2838705316008041,0.26536734335719747,0.22310807081129394
47,0.49,0.39,0.52,0.29,0.5,0.48,0.22,0.12731469028780176,0.35316870964330815,0.24359690405056095,0.3276531439718375,0,0.2851836637425463,0.22752938332853825,0.25387732886474573,0.2334096240641698
48,0.74,0.57,0.51,0.28,0.5,0.58,0.22,0.33935571179547297,0.13951216691563523,0.3447017313501503,0.46397249017966413,1,0.24397890066384081,0.29794988277216056,0.24267806493473337,0.2153931516292653
49,0.42,0.24,0.34,0.16,0.5,0.5,0.22,0.2767369951840821,0.5284876081459932,0.4805598516217823,0.4131900618348341,0,0.2885592573004491,0.22433710414817498,0.23535090339126657,0.25175273516010926
50,0.48,0.39,0.51,0.21,0.5,0.52,0.28,0.08426048536862306,0.358685027657027,0.3188120642875473,0.26141373014856195,0,0.2951083259352764,0.22428508716597176,0.23340868187705244,0.2471979050216995
51,0.41,0.53,0.45,0.14,0.5,0.52,0.66,0.42771573444451205,0.5327885553552147,0.5639222989260522,0.18951231117783068,3,0.24740909366048836,0.22273225397722626,0.21590460178361773,0.31395405057866765
52,0.45,0.46,0.55,0.43,0.5,0.55,0.38,0.2750295143305706,0.3991002831643247,0.17882658488417658,0.26308463885045436,2,0.250230444045572,0.22103288705185492,0.27549933062485,0.253237338277723
53,0.56,0.48,0.58,0.27,0.5,0.51,0.22,0.16047847298139306,0.2639016473993764,0.24815952357709295,0.3477621704542835,0,0.27419746264712797,0.24725627244295292,0.2511794095373676,0.22736685537255139
54,0.64,0.59,0.56,0.23,0.5,0.46,0.22,0.25125173093955955,0.15735777961210803,0.31997498258167656,0.4062784000044616,1,0.25717382516523635,0.2824908526615903,0.24009362876848603,0.22024169340468722
55,0.64,0.56,0.56,0.22,0.5,0.45,0.22,0.2371987935281595,0.1782378107508738,0.32300056908526453,0.39759649350002907,1,0.26107513686868417,0.27693123586464713,0.23960853106614985,0.2223850962005188
56,0.66,0.62,0.49,0.1,0.5,0.49,0.22,0.29132796700323194,0.1790025295549241,0.44921027574075534,0.44175744284639423,1,0.2608809799918967,0.29189370890693644,0.22277938553011753,0.22444592557104945
57,0.53,0.44,0.51,0.33,0.5,0.55,0.22,0.16885047571026443,0.2970041595743276,0.1989234629197696,0.3450236295920206,0,0.27110809229654764,0.23849871489983288,0.2630764353623991,0.22731675744122043
58,0.38,0.49,0.53,0.19,0.5,0.5,0.22,0.08218312894196371,0.3787621234584732,0.33826913291766214,0.32170712090893866,0,0.3026236238714258,0.22495736006551825,0.23425350038814136,0.23816551567491476
59,0.45,0.58,0.48,0.67,0.5,0.52,0.22,0.49033967951552604,0.48771489482128794,0.20275196478960028,0.5610218103100078,2,0.2343240830060234,0.2349399411665465,0.3124026316820577,0.21833334414537245
60,0.43,0.35,0.52,0.52,0.5,0.54,0.22,0.3428294514541983,0.49281124183587266,0.18256792791088367,0.44014003387705625,2,0.25369020045390395,0.21835715523580015,0.29778607598390217,0.23016656832639387
61,0.37,0.32,0.47,0.18,0.5,0.45,0.25,0.16636135543147187,0.48529897382217746,0.40125218654760847,0.3231136272087003,0,0.2965164763561014,0.21554402219331698,0.23444287511179154,0.25349662633879005
62,0.48,0.43,0.51,0.32,0.5,0.52,0.43,0.22395752332015748,0.3754329189103618,0.2718841008004336,0.1474257797415614,3,0.25692547385381465,0.22081177951808797,0.24490233057706426,0.27736041605103307
63,0.41,0.46,0.59,0.19,0.5,0.58,0.27,0.12340242579616013,0.3917563847690951,0.3484201408072747,0.28765029787180935,0,0.29311151379496236,0.2241239329139427,0.23405015143263116,0.24871440185846383
64,0.54,0.48,0.44,0.08,0.5,0.52,0.27,0.17060730109325165,0.3028294465586256,0.43562082374834465,0.3266767421561271,0,0.2858088722496001,0.2504103977962153,0.21927130219554275,0.24450942775864173
65,0.6,0.47,0.45,0.22,0.5,0.51,0.29,0.17361300609015445,0.22317347140886748,0.3138510424916608,0.29959634784743044,0,0.27009299663712827,0.25703335600242505,0.23475168485252068,0.23812196250792603
66,0.34,0.46,0.57,0.09,0.5,0.55,0.22,0.1729499748520813,0.46390890356238346,0.45354805502574935,0.36064706428425536,0,0.30014311014260636,0.22437089549352005,0.22670765284861308,0.24877834151526051
67,0.48,0.54,0.55,0.12,0.5,0.51,0.22,0.1323976103084157,0.3053292707194579,0.3872505404447913,0.34780609936375423,0,0.292189401786968,0.24578829299894234,0.22645569033264792,0.23556661488144184
68,0.47,0.39,0.59,0.15,0.5,0.57,0.22,0.14162093062184566,0.4023894480548686,0.3870920975674299,0.3427254723846716,0,0.29668114514630206,0.22858073164658851,0.23210429307855332,0.24263383012855622
69,0.81,0.85,0.47,0.37,0.5,0.56,0.22,0.5707679919030118,0.2520809475898294,0.48968000825697133,0.6552869807947309,1,0.22837612882143357,0.3140904500276761,0.24766621718275358,0.20986720396813682
70,0.48,0.42,0.52,0.24,0.5,0.56,0.22,0.09486743063114944,0.33868333047359234,0.28766219024514095,0.3207472602795725,0,0.2935911633466499,0.23006739755650454,0.24211030765991204,0.2342311314369335
71,0.58,0.51,0.49,0.27,0.5,0.57,0.29,0.18382293261936486,0.20928939417609688,0.26422543767608564,0.3011222979292386,0,0.2640669202478924,0.2574269769574906,0.24366639392421433,0.23483970887040262
72,0.6,0.5,0.44,0.61,0.5,0.47,0.22,0.44976865061916643,0.40056737813711335,0.1721537994196315,0.5303611709425177,2,0.23293847892989006,0.2446859746401804,0.3074736003292767,0.21490194610065275
73,0.45,0.55,0.54,0.66,0.5,0.47,0.22,0.4747409884874107,0.4940419140451936,0.1765637159233606,0.5472706769650103,2,0.234834234669208,0.23034517742387484,0.31641579429998024,0.21840479360693676
74,0.46,0.49,0.58,0.23,0.5,0.44,0.22,0.1110638576862167,0.33147980648721365,0.28658661629219206,0.3294160228160783,0,0.29027191392905016,0.23285179287851765,0.24354344836313818,0.23333284482929392
75,0.49,0.42,0.56,0.55,0.5,0.42,0.25,0.3694162319078267,0.4532777803585475,0.12284425980573879,0.4443702466277001,2,0.24230817010839314,0.2228165523662833,0.310065113302387,0.22481016422293648
76,0.63,0.53,0.54,0.4,0.5,0.5,0.22,0.28836908662501975,0.2239643309303746,0.16702525215156966,0.41723417948726044,2,0.24542108158862727,0.2617474719194995,0.27708360121835796,0.21574784527351523
77,0.5,0.54,0.53,0.54,0.5,0.51,0.27,0.3585258003148563,0.3725517469262306,0.06103413756851524,0.42597231845269345,2,0.23433874224815907,0.2310748625691164,0.31553176165263586,0.21905463353008867
78,0.63,0.57,0.59,0.4,0.5,0.38,0.22,0.3330129880617276,0.2637327227807015,0.21577288768048708,0.4508768302851269,2,0.24480145955148713,0.262362668659739,0.27525215731307706,0.21758371447569688
79,0.43,0.57,0.51,0.49,0.5,0.48,0.22,0.3161248777831216,0.37223943294892087,0.10648686145726216,0.42836371420034913,2,0.2455498299692182,0.23215037849872935,0.3028198021925695,0.21947998933948296
80,0.48,0.45,0.55,0.5,0.5,0.53,0.22,0.3102277127416399,0.4009100424145054,0.08137963467802653,0.42042924425079686,2,0.24593515631639656,0.2246144954776844,0.30917763647370794,0.2202727117322111
81,0.5,0.58,0.46,0.46,0.5,0.46,0.22,0.30330515698969124,0.2992609613336929,0.11791589182706066,0.42324595486570815,2,0.24421740605708522,0.2452070688759466,0.29396129298986007,0.21661423207710817
82,0.51,0.54,0.6,0.57,0.5,0.58,0.22,0.40766039354439854,0.4166697069832365,0.142472015471214,0.49501226076753396,2,0.23746977159239985,0.23533994055169294,0.3095837694058719,0.21760651845003526
83,0.54,0.52,0.63,0.37,0.5,0.46,0.22,0.24664396087911705,0.3039496403155151,0.1755135262066874,0.38888147934409517,2,0.25737098649422874,0.2430368047601304,0.2763447017634226,0.22324750698221832
84,0.67,0.62,0.4,0.43,0.5,0.5,0.22,0.38004660584577626,0.18699536867500785,0.2520253213218621,0.48725811603658126,1,0.23541277790150378,0.2855427377184823,0.26756479452587084,0.21147968985414306
85,0.28,0.58,0.21,0.13,0.5,0.51,0.22,0.36840185429345473,0.5091423804380032,0.5460337874538256,0.487555893638151,0,0.27826967538369624,0.24173695512310098,0.2329814334595353,0.24701193603366745
86,0.39,0.44,0.35,0.16,0.5,0.55,0.22,0.17977541504500624,0.409586066861132,0.41396316512847653,0.3610242750828176,0,0.2923869708471241,0.23235526515465052,0.23134044592811484,0.2439173180701105
87,0.8,0.63,0.45,0.29,0.5,0.51,0.22,0.4125877397037846,0.11392162863617841,0.3944562766442265,0.5226318807292851,1,0.23462332264851316,0.3162861863935618,0.23891618710675974,0.2101743038511653
88,0.5,0.52,0.59,0.3,0.5,0.51,0.35,0.18775808413937636,0.3004475281663413,0.23643526923233732,0.23501105051835489,0,0.26317432858000245,0.23512733415760914,0.25067053662121325,0.25102780064117525
89,0.42,0.47,0.52,0.41,0.5,0.53,0.32,0.22795771633291595,0.3830378474035997,0.1549381754689273,0.28365114426618904,2,0.2578697217532754,0.2208258478023833,0.2774037548917781,0.2439006755525632
90,0.36,0.46,0.62,0.46,0.5,0.51,0.33,0.30882394092587284,0.4794228336376445,0.200698250608898,0.337230838314329,2,0.2544956486226018,0.21458047554713236,0.283555941555128,0.24736793427513773
91,0.46,0.38,0.47,0.22,0.5,0.52,0.27,0.09244761018773145,0.37269954261485516,0.3197674410706953,0.2729284083564093,0,0.2952353722528123,0.22307788661792563,0.23520396629221554,0.24648277483704653
92,0.4,0.45,0.56,0.2,0.5,0.45,0.22,0.08999098071502606,0.39270414215821675,0.32956674829081983,0.3222829579373565,0,0.3013421237045378,0.22263487137381655,0.23714469335027957,0.23887831157136621
93,0.33,0.43,0.64,0.16,0.5,0.52,0.52,0.32704832091444536,0.5553278374404952,0.4906195255897478,0.18140937277992952,3,0.26303425111247664,0.20934942367571324,0.22334397043358756,0.3042723547782227
94,0.49,0.61,0.49,0.25,0.5,0.5,0.28,0.17373917678382014,0.2215881898407873,0.2790830536286324,0.30818180867642725,0,0.26827663319065054,0.25574213418551545,0.2414529873292704,0.2345282452945635
95,0.38,0.5,0.37,0.26,0.5,0.43,0.22,0.18468433601912992,0.3771266554921753,0.3221826136478625,0.35864277256092186,0,0.2827406957544109,0.23324464673888046,0.24641865291610673,0.23759600459060196
96,0.69,0.7,0.52,0.36,0.5,0.46,0.22,0.38679733461185667,0.1399710883970743,0.30749591440749874,0.49829255627945973,1,0.234908153534853,0.300672264093666,0.25429525722264645,0.21012432514883453
97,0.61,0.72,0.39,0.33,0.5,0.58,0.22,0.3691073898337811,0.16079924857002562,0.3406949737058007,0.4852587219196312,1,0.24092014203120468,0.29671546787237474,0.24786343615741122,0.21450095393900936
98,0.78,0.75,0.4,0.28,0.5,0.53,0.22,0.46906178454853215,0.13739509755969606,0.4526067797118923,0.5710853939640499,1,0.23186321119889697,0.3230523155864938,0.2357100848224512,0.20937438839215813
99,0.64,0.57,0.57,0.27,0.5,0.37,0.22,0.2804235362106747,0.21596066085363053,0.30481148255653406,0.4224297107595625,1,0.2557473516051017,0.2727765398707017,0.24958564005940848,0.2218904684647881
100,0.36,0.58,0.35,0.24,0.5,0.44,0.22,0.23057003547504268,0.37231923900329056,0.3615930526111249,0.3877655713316811,0,0.2778106972980101,0.2410949244296664,0.2436948723631907,0.23739950590913267
101,0.36,0.43,0.39,0.12,0.5,0.49,0.22,0.16764303668231098,0.440169458236113,0.4392267340815286,0.3572964447364348,0,0.2984299065308462,0.22724044016964473,0.2274547662307953,0.24687488706871372
102,0.47,0.52,0.5,0.4,0.5,0.41,0.22,0.23365414695076964,0.32447597632220787,0.14007485237565018,0.3782741135431446,2,0.2579560637867569,0.23556042108077405,0.28326095340049506,0.22322256173197383
103,0.48,0.23,0.57,0.27,0.5,0.48,0.47,0.33241878813036746,0.5453644106188723,0.42518799349732217,0.23944014440905625,3,0.26198295599664256,0.21173464702497155,0.23877226769166177,0.2875101292867242
104,0.47,0.39,0.55,0.24,0.5,0.47,0.22,0.10136035420341186,0.37253910378365773,0.2910282372146997,0.32196389459269553,0,0.29483317165370077,0.2248044530972861,0.24389597283499553,0.23646640241401762
105,0.44,0.59,0.36,0.16,0.5,0.52,0.22,0.20577985804171783,0.30346886967599174,0.3991260910250892,0.38085565139442784,0,0.28007118239488393,0.2540052108751752,0.23083370528051106,0.23508990144942987
106,0.42,0.35,0.54,0.18,0.5,0.56,0.22,0.13239303819168968,0.43876542023370346,0.3757132684193887,0.33428351985031884,0,0.2996418728627299,0.22057011416041275,0.23492534297654655,0.2448626700003107
107,0.3,0.56,0.55,0.18,0.5,0.5,0.22,0.18649130314844112,0.4323359450186599,0.3879876410998314,0.3635143654186732,0,0.2909251078886836,0.2275161513852386,0.23783318745615523,0.24372555326992262
108,0.65,0.65,0.52,0.16,0.5,0.6,0.22,0.3054077952578178,0.1622103432033048,0.4161386601075745,0.4471619449112948,1,0.2552992556493722,0.29460452411184346,0.22853869597342671,0.22155752426535757
109,0.27,0.6,0.48,0.23,0.5,0.55,0.22,0.23735747368611051,0.4385192720552581,0.3817902845947202,0.3891688786220742,0,0.28229102585543336,0.23085198486671818,0.24432657058269883,0.2425304186951496
110,0.45,0.41,0.5,0.46,0.5,0.5,0.27,0.2668229797413308,0.40955598943931,0.12318240720383249,0.35300444517057444,2,0.2538791247952346,0.2201095236876764,0.29309560116953054,0.23291575034755854
111,0.44,0.52,0.41,0.23,0.5,0.51,0.22,0.1243883781538187,0.30151288783249475,0.306895470501405,0.33538481128923897,0,0.2873042133352166,0.2406676946176293,0.23937576094469068,0.2326523311024634
112,0.3,0.32,0.57,0.19,0.5,0.48,0.55,0.3662602362111166,0.62114482296346,0.5161598243451931,0.19740940110217278,3,0.26179765833032814,0.2028947399573713,0.22535395980988066,0.3099536419024199
113,0.4,0.44,0.49,0.47,0.5,0.49,0.27,0.27734529112346096,0.4295758185092954,0.13491032651666562,0.36014221647560674,2,0.2542972136797785,0.21838797616347994,0.2932245448400151,0.2340902653167265
114,0.45,0.51,0.5,0.16,0.5,0.52,1.0,0.7546660816346915,0.8125460208639538,0.8291799874954886,0.47908294860443384,3,0.23870584608798018,0.22528180499731287,0.22156546936043967,0.31444687955426726
115,0.45,0.45,0.5,0.6,0.5,0.49,0.22,0.4032625108277583,0.47473473119980525,0.13082141101128858,0.48753025487788565,2,0.24018984403166435,0.2236220627609909,0.31540916336706,0.2207789298402848
116,0.59,0.67,0.56,0.41,0.5,0.47,0.22,0.34242451860839734,0.2202745811352459,0.21302532196307536,0.45863586921697197,2,0.2404797132856169,0.27172368098731253,0.2737006334366575,0.21409597229041302
117,0.47,0.47,0.57,0.48,0.5,0.48,0.22,0.2927961944371551,0.3910334039162969,0.073769727337313,0.40968609186270977,2,0.2474646484624438,0.22431033739674025,0.30805988762444,0.2201651265163759
118,0.35,0.52,0.48,0.22,0.5,0.26,0.22,0.26888357445193994,0.4564265975163971,0.3987385018273115,0.4115835604091521,0,0.27978050682612926,0.23193620803704487,0.24570962785978756,0.2425736572770383
119,0.47,0.41,0.66,0.26,0.5,0.53,0.22,0.17885924193631428,0.40025972519858505,0.29777881854198746,0.3518240950613542,0,0.28325064818874357,0.22699584311414955,0.25149236008879616,0.23826114860831063
120,0.64,0.62,0.29,0.28,0.5,0.51,0.22,0.34672640489960405,0.1813752410083298,0.3736015352286484,0.4704515259941083,1,0.24771404273976969,0.29225484874764185,0.2411453580457631,0.21888575046682535
121,0.55,0.53,0.55,0.46,0.5,0.52,0.22,0.29796862510928834,0.2995719527299306,0.08256368806798708,0.4180622288596209,2,0.24238901855863937,0.24200070093361684,0.30065062828362177,0.21495965222412197
122,0.67,0.62,0.54,0.43,0.5,0.53,0.22,0.36777266092104804,0.20049003320152453,0.22060068392244778,0.47673621226833923,1,0.23599351345793756,0.2789651732641699,0.2734110379300462,0.21163027534784645
123,0.59,0.6,0.49,0.43,0.5,0.53,0.31,0.31826112575137366,0.22305654984250364,0.16985398444771932,0.3752549866115729,2,0.23784217468399846,0.2615987648450345,0.27589337356939886,0.2246656869015682
124,0.54,0.55,0.34,0.31,0.5,0.54,0.22,0.24692309700640355,0.23362429536365217,0.2822344032638602,0.3955037919177213,1,0.2603744277635652,0.26386022270487186,0.2513407015901276,0.2244246479414354
125,0.58,0.62,0.54,0.17,0.5,0.48,0.22,0.2213809265148649,0.18406605168841705,0.3613722067772858,0.39214994932376274,1,0.2666380901582488,0.276775621203342,0.23180604082911563,0.22478024780929362
126,0.4,0.38,0.53,0.16,0.5,0.52,0.27,0.10202465566263348,0.43066752174120765,0.3811426291611299,0.2795649884277886,0,0.3017794769075803,0.21725106702667146,0.22828128352164714,0.2526881725441011
127,0.46,0.71,0.48,0.53,0.5,0.53,0.22,0.4219728527695341,0.36625882757343564,0.22401783294671912,0.5130542255066076,2,0.23871212331997585,0.2523892014292904,0.2909680131892265,0.21793066206150746
128,0.53,0.51,0.55,0.05,0.5,0.45,0.25,0.19176464552542122,0.33078171543817364,0.4552632883805281,0.35732754112091425,0,0.2868626870565699,0.24963168936794822,0.22041343132607422,0.24309219224940767
129,0.41,0.4,0.59,0.47,0.5,0.48,0.43,0.3441247786673623,0.498025688841933,0.24037776201167405,0.28221529307165205,2,0.24810554068981158,0.21271501514074376,0.2752283838113756,0.2639510603580692
130,0.5,0.64,0.57,0.15,0.5,0.47,0.22,0.2134016523598327,0.26276102234240145,0.38148311578548894,0.38766347731443385,0,0.27493669698979023,0.26169547233739293,0.23239985823612197,0.23096797243669476
131,0.4,0.62,0.52,0.31,0.5,0.49,0.31,0.2139761337416412,0.32002018698797025,0.25577850758093257,0.29807190496993724,0,0.26470519911703727,0.23807189248896973,0.2538679821911766,0.24335492620281643
132,0.6,0.5,0.57,0.25,0.5,0.41,0.26,0.20343377681574784,0.24539206976979103,0.2839634659288866,0.3420724005222786,0,0.2665188482571203,0.25556752829110985,0.24589762165124388,0.23201600180052606
