,mcg,gvh,alm,mit,vac,nuc,distance_from_0,distance_from_1,distance_from_2,distance_from_3,distance_from_4,closest,Probability_0,Probability_1,Probability_2,Probability_3,Probability_4
51,0.41,0.53,0.45,0.14,0.52,0.66,0.9740948275862071,2.5,0.6382445141065839,0.6758796296296312,1.1057541899441339,2,0.37753393224677434,0.0820849986238988,0.5282188914174376,0.5087087484555759,0.33096118049831436
52,0.45,0.46,0.55,0.43,0.55,0.38,0.3755603448275867,1.8300000000000003,0.5580877742946722,0.5325000000000009,0.9594413407821227,0,0.6869042676781127,0.1604135677751727,0.5723023895133877,0.5871352951128211,0.38310685237690806
53,0.56,0.48,0.58,0.27,0.51,0.22,0.422974137931034,1.8900000000000001,0.282539184952978,0.5168055555555561,0.6196648044692726,2,0.6550955750196694,0.15107180883637084,0.7538671011336372,0.5964227474494662,0.5381247843899671
54,0.64,0.59,0.56,0.23,0.46,0.22,0.5953017241379306,2.09,0.3776489028213147,0.6637962962962957,0.49843575418994324,2,0.5513961712320299,0.12368713581745483,0.6854711254002641,0.5148929333723082,0.6074801651921345
55,0.64,0.56,0.56,0.22,0.45,0.22,0.5853017241379307,2.06,0.3476489028213148,0.6337962962962959,0.5484357541899433,2,0.5569377948824823,0.12745396989482075,0.7063468290629218,0.5305737576941211,0.5778530079313128
56,0.66,0.62,0.49,0.1,0.49,0.22,0.7432327586206893,2.37,0.42191222570532805,0.7371759259259262,0.4784357541899432,2,0.4755740118071787,0.09348072627805847,0.6557915985123105,0.47846322493833604,0.6197520785686906
57,0.53,0.44,0.51,0.33,0.55,0.22,0.3709051724137926,1.87,0.32253918495297795,0.47680555555555615,0.6633519553072617,2,0.6901093798627732,0.1541236618151314,0.724307549293575,0.6207632215188301,0.51512177224505
58,0.38,0.49,0.53,0.19,0.5,0.22,0.5151293103448275,1.8399999999999999,0.23849529780564244,0.24625000000000058,0.8284357541899433,2,0.5974233366055506,0.1588174261069207,0.7878123926954194,0.7817267688022789,0.4367319083457726
59,0.45,0.58,0.48,0.67,0.52,0.22,0.41487068965517204,1.5899999999999999,0.6833542319749207,0.8707407407407419,0.8833519553072616,0,0.6604256750554521,0.20392561173421347,0.504920528208477,0.41864132967703627,0.41339490546639907
60,0.43,0.35,0.52,0.52,0.54,0.22,0.3542672413793102,1.4700000000000002,0.6662382445141065,0.553796296296296,1.0433519553072614,0,0.7016874223820195,0.2299254851867238,0.51363712542433,0.5747636901577483,0.3522719010834661
61,0.37,0.32,0.47,0.18,0.45,0.25,0.7647844827586208,1.7233333333333334,0.4597178683385581,0.24749999999999925,0.9784357541899432,3,0.4654342292670546,0.17847025445929499,0.6314617757375813,0.7807502208109263,0.3758986370725438
62,0.48,0.43,0.51,0.32,0.52,0.43,0.49349137931034526,2.0,0.42808777429467204,0.4025000000000008,0.8294413407821228,3,0.6104912126001328,0.1353352832366127,0.6517542050223494,0.6686463389261589,0.43629295733297874
63,0.41,0.46,0.59,0.19,0.58,0.27,0.6155603448275866,1.9100000000000001,0.3311285266457696,0.3362500000000005,0.9357541899441337,2,0.5403380348411211,0.14808038659546244,0.718112866471016,0.7144444723697141,0.3922898928433672
64,0.54,0.48,0.44,0.08,0.52,0.27,0.591336206896552,2.26,0.2686520376175568,0.5201851851851864,0.6857541899441338,2,0.5535870834348712,0.10435048475476504,0.7644091950217279,0.5944104617659031,0.503710193120594
65,0.6,0.47,0.45,0.22,0.51,0.29,0.5213362068965518,2.17,0.24561128526645903,0.41074074074074185,0.5157541899441338,2,0.59372667602056,0.1141776169108365,0.7822262286963334,0.6631588393848915,0.5970501355653582
66,0.34,0.46,0.57,0.09,0.55,0.22,0.7751293103448273,1.9533333333333336,0.48927899686520415,0.43958333333333377,1.0696648044692727,3,0.4606442110857676,0.14180061421523033,0.6130682590089017,0.6443048255056306,0.34312351161244004
67,0.48,0.54,0.55,0.12,0.51,0.22,0.5257327586206894,2.0500000000000003,0.22517241379310282,0.49625000000000064,0.7596648044692728,2,0.5911220558486245,0.12873490358780418,0.7983785554171171,0.6088094196910938,0.46782321298162466
68,0.47,0.39,0.59,0.15,0.57,0.22,0.6951293103448273,1.8800000000000001,0.4092789968652041,0.40625000000000044,0.9896648044692726,3,0.4990099166685458,0.15259010575688386,0.6641289165863452,0.6661436107034875,0.3717012627449748
69,0.81,0.85,0.47,0.37,0.56,0.22,0.9315086206896546,2.5700000000000003,0.9396551724137922,1.2507407407407418,0.41508379888268165,4,0.3939589272448274,0.07653554542391149,0.3907625578387723,0.28629264966747253,0.6602849472457435
70,0.48,0.42,0.52,0.24,0.56,0.22,0.4930603448275861,1.8900000000000001,0.2862382445141066,0.336805555555556,0.7796648044692729,2,0.6107544120841367,0.15107180883637084,0.7510836530692917,0.7140476690073153,0.45855969270669206
71,0.58,0.51,0.49,0.27,0.57,0.29,0.4319396551724136,2.16,0.25561128526645893,0.5007407407407418,0.5457541899441338,2,0.6492485542951221,0.11532512103806251,0.7744429476750437,0.606081544102126,0.5794046373639332
72,0.6,0.5,0.44,0.61,0.47,0.22,0.3638362068965515,1.71,0.6629780564263318,0.9177314814814816,0.7421229050279322,0,0.6950050224500989,0.1808657926171221,0.515314411710831,0.3994241151096507,0.47610212234128213
73,0.45,0.55,0.54,0.66,0.47,0.22,0.3486637931034483,1.46,0.6713479623824433,0.8337962962962959,0.9921229050279321,0,0.705630328176683,0.23223627472975883,0.5110192785520034,0.4343970522003224,0.37078870570134836
74,0.46,0.49,0.58,0.23,0.44,0.22,0.4968534482758621,1.7700000000000002,0.29545454545454475,0.42379629629629567,0.8184357541899433,2,0.60844214552308,0.1703329888254094,0.7441932409198295,0.6545572040560426,0.44112113699563515
75,0.49,0.42,0.56,0.55,0.42,0.25,0.2880603448275864,1.4400000000000002,0.625454545454545,0.6737962962962957,1.0121229050279323,0,0.749716349370127,0.2369277586821217,0.5350181831568886,0.5097696630838753,0.3634465974055905
76,0.63,0.53,0.54,0.4,0.5,0.22,0.3035775862068959,1.9100000000000001,0.4176489028213147,0.7168055555555561,0.5421229050279321,0,0.7381726148967579,0.14808038659546244,0.6585934181284315,0.4883096451721404,0.5815124453935526
77,0.5,0.54,0.53,0.54,0.51,0.27,0.10737068965517277,1.7200000000000004,0.41398119122257065,0.6868055555555561,0.7694413407821228,0,0.8981926605443685,0.17906614791149314,0.6610133840026073,0.5031808878408651,0.4632718070965121
78,0.63,0.57,0.59,0.4,0.38,0.22,0.5053017241379305,1.78,0.6276489028213146,0.9137962962962957,0.6721229050279321,0,0.6033235106956019,0.1686381472685955,0.5338454492345629,0.4009990197082864,0.510623421323521
79,0.43,0.57,0.51,0.49,0.48,0.22,0.2253879310344826,1.67,0.5013479623824433,0.6237962962962957,0.7821229050279322,0,0.7982065096133613,0.1882470656387468,0.6057136299859228,0.5359061126094219,0.4574338911035112
80,0.48,0.45,0.55,0.5,0.53,0.22,0.1963362068965516,1.6,0.5162382445141066,0.6268055555555562,0.8933519553072617,0,0.8217359149487401,0.20189651799465538,0.5967612006545087,0.5342958562325721,0.4092815574297614
81,0.5,0.58,0.46,0.46,0.46,0.22,0.26538793103448255,1.81,0.4725705329153589,0.7377314814814814,0.6421229050279321,0,0.7669083846991549,0.16365413680270405,0.6233977425065772,0.47819748585883853,0.5261742196456791
82,0.51,0.54,0.6,0.57,0.58,0.22,0.3069396551724133,1.6500000000000001,0.6121316614420049,0.916805555555556,0.9433519553072615,0,0.7356949949553913,0.19204990862075408,0.5421938625885888,0.3997941235270287,0.389320660332668
83,0.54,0.52,0.63,0.37,0.46,0.22,0.3553017241379307,1.7100000000000002,0.4176489028213147,0.7037962962962957,0.742122905027932,0,0.7009619141691936,0.18086579261712205,0.6585934181284315,0.4947036926782746,0.47610212234128224
84,0.67,0.62,0.4,0.43,0.5,0.22,0.5115086206896545,2.15,0.6488714733542303,0.9507407407407419,0.3525139664804461,4,0.5995903417593856,0.11648415777349697,0.5226352518870341,0.38645465469790885,0.7029187524411501
85,0.28,0.58,0.21,0.13,0.51,0.22,1.0436637931034478,2.4133333333333336,0.7063949843260183,0.7735185185185196,1.0000558659217869,2,0.3521620665163486,0.08951640867691184,0.4934197810792441,0.4613868109421444,0.36785888982142023
86,0.39,0.44,0.35,0.16,0.55,0.22,0.8030603448275861,2.06,0.4805015673981199,0.42018518518518655,0.9000558659217868,3,0.44795596454366526,0.12745396989482075,0.6184731080509256,0.6569251557435926,0.40654694698622756
87,0.8,0.63,0.45,0.29,0.51,0.22,0.7515086206896546,2.39,0.5996551724137921,0.910740740740742,0.19139664804469245,4,0.4716544680543493,0.09162968387750484,0.5490009141180501,0.40222616834638253,0.8258049692544397
88,0.5,0.52,0.59,0.3,0.51,0.35,0.3861637931034485,1.96,0.2939811912225705,0.4825000000000007,0.6894413407821227,2,0.6796591930742925,0.140858420921045,0.7452905093147687,0.617238365414316,0.5018563574460597
89,0.42,0.47,0.52,0.41,0.53,0.32,0.3134913793103453,1.7800000000000002,0.44808777429467206,0.3825000000000008,0.8494413407821229,0,0.7308906797581673,0.16863814726859547,0.6388486070850059,0.6821538909764516,0.42765377795086656
90,0.36,0.46,0.62,0.46,0.51,0.33,0.41556034482758664,1.5833333333333335,0.658087774294672,0.485833333333334,1.0594413407821226,0,0.6599703660937912,0.20528965757990925,0.5178406164631039,0.615184329491358,0.3466494151366051
91,0.46,0.38,0.47,0.22,0.52,0.27,0.5434913793103453,1.9100000000000004,0.2693103448275877,0.20773148148148185,0.7557541899441338,3,0.5807172048243674,0.1480803865954624,0.7639061445362791,0.8124251586257429,0.46965627108927355
92,0.4,0.45,0.56,0.2,0.45,0.22,0.5968534482758621,1.73,0.3354545454545448,0.2832407407407403,0.9184357541899432,3,0.5505412199793632,0.17728440996987782,0.7150130065643128,0.753338406781609,0.3991429106402174
93,0.33,0.43,0.64,0.16,0.52,0.52,0.9955603448275867,2.063333333333333,0.7111285266457696,0.5052777777777786,1.3157541899441338,3,0.36951632995748407,0.12702983062001752,0.49108967683839333,0.6033379582706598,0.26827191893962915
94,0.49,0.61,0.49,0.25,0.5,0.28,0.42409482758620715,2.1100000000000003,0.20442006269592447,0.43074074074074187,0.4945251396648044,2,0.6543618274140663,0.12123796643338162,0.8151198978004097,0.6500274145567183,0.6098604370793379
95,0.38,0.5,0.37,0.26,0.43,0.22,0.6447844827586207,1.87,0.4666771159874604,0.4577314814814816,0.7688268156424573,3,0.5247756281158774,0.1541236618151314,0.6270825326522731,0.6327173497246391,0.4635565867616409
96,0.69,0.7,0.52,0.36,0.46,0.22,0.5932327586206891,2.16,0.6276489028213145,0.9137962962962957,0.29212290502793237,4,0.552538171869245,0.11532512103806251,0.533845449234563,0.4009990197082864,0.7466767600055638
97,0.61,0.72,0.39,0.33,0.58,0.22,0.7415086206896544,2.3800000000000003,0.669655172413792,0.9807407407407418,0.3237430167597759,4,0.47639467426429,0.09255057751034325,0.5118850594463862,0.37503319357061665,0.7234361294545304
98,0.78,0.75,0.4,0.28,0.53,0.22,0.9315086206896546,2.5700000000000003,0.7596551724137921,1.0707407407407419,0.18178770949720677,4,0.3939589272448274,0.07653554542391149,0.4678277191024688,0.3427545311160476,0.8337783248488138
99,0.64,0.57,0.57,0.27,0.37,0.22,0.6353017241379305,1.9300000000000002,0.4976489028213146,0.7837962962962957,0.5784357541899432,2,0.5297756181087604,0.1451481984836237,0.6079583498970037,0.4566690653291459,0.5607748705945133
100,0.36,0.58,0.35,0.24,0.44,0.22,0.7553879310344827,2.013333333333333,0.5225705329153589,0.5410648148148147,0.7388268156424574,2,0.46982831838803824,0.13354278930836644,0.5929942758395758,0.5821280636532224,0.47767398657254956
101,0.36,0.43,0.39,0.12,0.49,0.22,0.7947844827586208,1.9933333333333336,0.489717868338558,0.36050925925925936,0.9188268156424573,3,0.45167856895280545,0.1362405326033061,0.6127992598711456,0.6973211183960888,0.39898685175011867
102,0.47,0.52,0.5,0.4,0.41,0.22,0.3053879310344827,1.6900000000000002,0.39257053291535904,0.5977314814814817,0.7621229050279322,0,0.7368374768163151,0.18451952399298924,0.6753187124751389,0.5500580386628212,0.4666746686774552
103,0.48,0.23,0.57,0.27,0.48,0.47,0.8072844827586214,1.79,0.6873040752351103,0.5564814814814804,1.1545251396648042,3,0.4460677276566353,0.1669601696670407,0.5029301047812399,0.5732224134447313,0.3152071807581468
104,0.47,0.39,0.55,0.24,0.47,0.22,0.5168534482758622,1.73,0.3354545454545448,0.2837962962962957,0.8384357541899433,3,0.5963941838256387,0.17728440996987782,0.7150130065643128,0.7529200016789093,0.432386353250689
105,0.44,0.59,0.36,0.16,0.52,0.22,0.723663793103448,2.22,0.3863949843260184,0.5801851851851865,0.6600558659217869,2,0.4849721593455897,0.10860910882495796,0.6795020799967968,0.5597946912825635,0.5168224609220029
106,0.42,0.35,0.54,0.18,0.56,0.22,0.6951293103448275,1.7999999999999998,0.4092789968652043,0.3032407407407406,0.9896648044692727,3,0.4990099166685457,0.16529888822158656,0.6641289165863451,0.7384213068783577,0.3717012627449747
107,0.3,0.56,0.55,0.18,0.5,0.22,0.6557327586206894,1.9733333333333332,0.36438871473354106,0.41958333333333386,0.8684357541899431,2,0.5190615763570461,0.13899277392785186,0.6946211327892368,0.6573206463665493,0.4196074052794587
108,0.65,0.65,0.52,0.16,0.6,0.22,0.7715086206896544,2.41,0.4614733542319741,0.7962500000000007,0.49966480446927264,2,0.46231508384607667,0.08981529457224763,0.6303542259265082,0.4510171110298253,0.6067340001565183
109,0.27,0.6,0.48,0.23,0.55,0.22,0.7436637931034478,2.1133333333333337,0.47335423197492077,0.5140740740740751,0.7696648044692728,2,0.47536906718125943,0.12083451267510237,0.6229093776725679,0.5980540921188483,0.4631682942364591
110,0.45,0.41,0.5,0.46,0.5,0.27,0.23349137931034525,1.6400000000000003,0.448526645768026,0.40074074074074184,0.8482122905027932,0,0.7917644212661824,0.19398004229089183,0.6385682961702956,0.6698236965240526,0.4281797090778083
111,0.44,0.52,0.41,0.23,0.51,0.22,0.5236637931034479,2.02,0.2533542319749208,0.42074074074074197,0.6000558659217868,2,0.5923463330555967,0.13265546508012172,0.7761928807824534,0.656560298682303,0.5487809770824936
112,0.3,0.32,0.57,0.19,0.48,0.55,1.0572844827586214,2.0133333333333336,0.7903448275862079,0.47925925925925816,1.4045251396648042,3,0.34739789560186973,0.13354278930836638,0.4536883240564336,0.6192419196783179,0.2454835992041746
113,0.4,0.44,0.49,0.47,0.49,0.27,0.25521551724138003,1.61,0.49852664576802586,0.3977314814814816,0.8782122905027931,0,0.774749508090385,0.1998876140751445,0.6074249528704718,0.6718424055709433,0.4155250862306587
114,0.45,0.51,0.5,0.16,0.52,1.0,1.184094827586207,2.79,0.8623510971786852,0.9658796296296313,1.4557541899441337,2,0.30602305779841127,0.06142121391500013,0.422168355771473,0.3806482229777961,0.2332244020564075
115,0.45,0.45,0.5,0.6,0.49,0.22,0.2959913793103448,1.4800000000000002,0.5966771159874603,0.6277314814814816,0.9721229050279321,0,0.7437938400084039,0.22763768838381268,0.5506383067320548,0.5338013668127876,0.378279134423302
116,0.59,0.67,0.56,0.41,0.47,0.22,0.4353017241379308,1.9500000000000002,0.5776489028213148,0.8637962962962957,0.5021229050279321,0,0.6470694011640487,0.14227407158651353,0.5612162907121699,0.42155867909444106,0.6052444184925724
117,0.47,0.47,0.57,0.48,0.48,0.22,0.2068534482758622,1.56,0.5054545454545447,0.6137962962962956,0.8921229050279321,0,0.8131388081502384,0.21013607120076472,0.6032313170471099,0.5412920585825737,0.4097848942920403
118,0.35,0.52,0.48,0.22,0.26,0.22,0.7753879310344827,1.6733333333333338,0.502570532915359,0.5210648148148148,0.9884357541899432,2,0.4605250943658989,0.18762062007593097,0.6049735548397308,0.5938878306061981,0.3721583831402108
119,0.47,0.41,0.66,0.26,0.53,0.22,0.5951293103448274,1.6800000000000002,0.43623824451410664,0.446805555555556,0.8896648044692729,2,0.5514912477334292,0.18637397603940994,0.6464636911592102,0.6396682761256699,0.4107934257977412
